X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,k__Bacteria;p__Cyanobacteria;c__Nostocophycideae,0.19087,0.18091209,0.0,0.19087,2.0,-0.09978931
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,k__Bacteria;p__Elusimicrobia;c__4-29,0.19087,0.18995582,0.0,0.19087,2.0,-0.0302355
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,k__Bacteria;p__Elusimicrobia;c__Endomicrobia,0.19087,0.09302119,0.0,0.19087,2.0,0.31280795
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,k__Bacteria;p__FCPU426;c__,0.19087,-0.0055438876,0.0,0.19087,2.0,-0.44318607
k__Bacteria;p__Fibrobacteres;c__SBZC_2415,k__Archaea;p__Crenarchaeota;c__Thaumarchaeota,0.19087,0.13903911,0.0,0.19087,2.0,-0.22766398
k__Bacteria;p__Fibrobacteres;c__SBZC_2415,k__Bacteria;p__Acidobacteria;c__TM1,0.19087,-0.3125103,0.0,0.19087,2.0,0.709493
k__Bacteria;p__Fibrobacteres;c__SBZC_2415,k__Bacteria;p__Armatimonadetes;c__SJA-176,0.19087,0.13447072,0.0,0.19087,2.0,-0.23748533
k__Bacteria;p__Fibrobacteres;c__SBZC_2415,k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia],0.19087,0.1139105,0.0,0.19087,2.0,-0.27741575
k__Bacteria;p__Fibrobacteres;c__SBZC_2415,k__Bacteria;p__BHI80-139;c__,0.19087,0.19036472,0.0,0.19087,2.0,-0.022478594
k__Bacteria;p__Fibrobacteres;c__SBZC_2415,k__Bacteria;p__Bacteroidetes;Other,0.19087,0.16355248,0.0,0.19087,2.0,-0.16528015
k__Bacteria;p__Fibrobacteres;c__SBZC_2415,k__Bacteria;p__Bacteroidetes;c__Cytophagia,0.19087,0.14245036,0.0,0.19087,2.0,-0.22004463
k__Bacteria;p__Fibrobacteres;c__SBZC_2415,k__Bacteria;p__Elusimicrobia;c__4-29,0.19087,0.1815812,0.0,0.19087,2.0,-0.096378416
k__Bacteria;p__Firmicutes;c__Clostridia,k__Archaea;p__Crenarchaeota;c__MCG,0.19087,-0.039582863,0.0,0.19087,2.0,0.48005506
k__Bacteria;p__Firmicutes;c__Clostridia,k__Archaea;p__Crenarchaeota;c__Thermoprotei,0.19087,0.18947618,0.0,0.19087,2.0,-0.03733394
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Acidobacteria;c__AT-s2-57,0.19087,0.19066389,0.0,0.19087,2.0,0.014356642
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Acidobacteria;c__S035,0.19087,0.19024219,0.0,0.19087,2.0,0.025056237
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Acidobacteria;c__Sva0725,0.19087,0.18830457,0.0,0.19087,2.0,0.05065007
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Armatimonadetes;c__0319-6E2,0.19087,0.17115687,0.0,0.19087,2.0,0.14040348
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Bacteroidetes;c__Cytophagia,0.19087,0.18006405,0.0,0.19087,2.0,-0.10395169
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Chlorobi;Other,0.19087,0.17040898,0.0,0.19087,2.0,-0.14304203
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Chlorobi;c__Ignavibacteria,0.19087,0.1635967,0.0,0.19087,2.0,0.16514628
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Chlorobi;c__OPB56,0.19087,0.18005194,0.0,0.19087,2.0,-0.10400992
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Chloroflexi;Other,0.19087,0.183173,0.0,0.19087,2.0,-0.08773254
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Chloroflexi;c__C0119,0.19087,0.18347801,0.0,0.19087,2.0,0.085976705
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Chloroflexi;c__Gitt-GS-136,0.19087,0.18818069,0.0,0.19087,2.0,-0.051858656
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria,0.19087,0.17322123,0.0,0.19087,2.0,0.1328487
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Chloroflexi;c__P2-11E,0.19087,0.18906854,0.0,0.19087,2.0,0.042443704
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Cyanobacteria;c__ML635J-21,0.19087,0.15237609,0.0,0.19087,2.0,0.19619867
k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__FBP;c__,0.19087,0.13851058,0.0,0.19087,2.0,-0.22882181
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Acidobacteria;c__,0.19087,0.08190781,0.0,0.19087,2.0,-0.33009422
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Acidobacteria;c__BPC102,0.19087,0.07630715,0.0,0.19087,2.0,-0.33847135
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Actinobacteria;c__Thermoleophilia,0.19087,0.0915857,0.0,0.19087,2.0,0.3150941
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Bacteroidetes;c__BME43,0.19087,0.15173963,0.0,0.19087,2.0,-0.197814
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,0.19087,0.18660462,0.0,0.19087,2.0,0.06530987
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22,0.19087,0.18444806,0.0,0.19087,2.0,0.080137
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Chloroflexi;c__Chloroflexi,0.19087,0.15708062,0.0,0.19087,2.0,-0.18381886
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Chloroflexi;c__SHA-26,0.19087,0.13309027,0.0,0.19087,2.0,0.24037415
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Cyanobacteria;c__,0.19087,0.17993578,0.0,0.19087,2.0,0.10456679
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Cyanobacteria;c__ML635J-21,0.19087,-0.010179535,0.0,0.19087,2.0,-0.44838548
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Cyanobacteria;c__Nostocophycideae,0.19087,0.1586497,0.0,0.19087,2.0,0.17950016
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,0.19087,0.08205526,0.0,0.19087,2.0,-0.3298708
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Fibrobacteres;c__SBZC_2415,0.19087,0.17425811,0.0,0.19087,2.0,-0.12888709
k__Bacteria;p__GAL15;c__,k__Bacteria;p__Acidobacteria;Other,0.19087,0.111506,0.0,0.19087,2.0,-0.28171617
k__Bacteria;p__GAL15;c__,k__Bacteria;p__Chloroflexi;c__Chloroflexi,0.19087,0.14471972,0.0,0.19087,2.0,-0.21482615
k__Bacteria;p__GN02;c__3BR-5F,k__Archaea;p__Crenarchaeota;c__Thaumarchaeota,0.19087,0.18429978,0.0,0.19087,2.0,-0.08105691
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__;c__,0.19087,0.04552515,0.0,0.19087,2.0,-0.3812412
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Acidobacteria;Other,0.19087,0.13520333,0.0,0.19087,2.0,0.23593783
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Acidobacteria;c__DA052,0.19087,0.19084883,0.0,0.19087,2.0,0.0046023787
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Acidobacteria;c__EC1113,0.19087,-0.11980061,0.0,0.19087,2.0,0.55737835
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Acidobacteria;c__RB25,0.19087,0.09950613,0.0,0.19087,2.0,-0.30226457
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Acidobacteria;c__Sva0725,0.19087,0.095910005,0.0,0.19087,2.0,-0.3081558
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Acidobacteria;c__iii1-8,0.19087,0.17693244,0.0,0.19087,2.0,-0.11805747
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Actinobacteria;c__MB-A2-108,0.19087,0.06779445,0.0,0.19087,2.0,-0.35082126
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Armatimonadetes;c__Armatimonadia,0.19087,0.17703322,0.0,0.19087,2.0,0.11762986
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Armatimonadetes;c__SJA-176,0.19087,0.12208191,0.0,0.19087,2.0,0.26227483
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia],0.19087,0.19028829,0.0,0.19087,2.0,0.024118584
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Bacteroidetes;Other,0.19087,0.18714894,0.0,0.19087,2.0,-0.061000522
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Bacteroidetes;c__Cytophagia,0.19087,0.190443,0.0,0.19087,2.0,0.020664213
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Chlorobi;c__Ignavibacteria,0.19087,0.17455235,0.0,0.19087,2.0,0.12774059
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Chlorobi;c__SJA-28,0.19087,0.1839096,0.0,0.19087,2.0,-0.08342904
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Chloroflexi;Other,0.19087,0.18963146,0.0,0.19087,2.0,-0.035192907
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Chloroflexi;c__Chloroflexi,0.19087,0.0079188645,0.0,0.19087,2.0,-0.42772788
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes,0.19087,0.14002997,0.0,0.19087,2.0,-0.22547735
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria,0.19087,0.186422,0.0,0.19087,2.0,-0.06669327
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Chloroflexi;c__TK17,0.19087,0.05037789,0.0,0.19087,2.0,-0.37482277
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Chloroflexi;c__Thermomicrobia,0.19087,0.14294451,0.0,0.19087,2.0,-0.21891892
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Cyanobacteria;c__,0.19087,0.12837741,0.0,0.19087,2.0,0.24998519
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Cyanobacteria;c__ML635J-21,0.19087,0.1726692,0.0,0.19087,2.0,-0.13491035
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Cyanobacteria;c__Nostocophycideae,0.19087,0.18811317,0.0,0.19087,2.0,0.052505523
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Elusimicrobia;c__Endomicrobia,0.19087,0.17929588,0.0,0.19087,2.0,-0.10758306
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__FCPU426;c__,0.19087,0.11718481,0.0,0.19087,2.0,-0.27145016
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,0.19087,0.11763105,0.0,0.19087,2.0,-0.27062696
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Firmicutes;c__Clostridia,0.19087,0.18848035,0.0,0.19087,2.0,-0.048884038
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Fusobacteria;c__Fusobacteriia,0.19087,0.16454259,0.0,0.19087,2.0,0.16225725
k__Bacteria;p__GN02;c__BB34,k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes,0.19087,0.10761613,0.0,0.19087,2.0,-0.28853747
k__Bacteria;p__GN02;c__BB34,k__Bacteria;p__Cyanobacteria;c__,0.19087,0.18842241,0.0,0.19087,2.0,0.049473185
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Chloroflexi;c__C0119,0.19087,-0.10071187,0.0,0.19087,2.0,0.5399832
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Chloroflexi;c__SHA-26,0.19087,-0.30317903,0.0,0.19087,2.0,0.7028862
k__Bacteria;p__GN04;c__,k__Archaea;p__Crenarchaeota;c__MBGA,0.19087,0.19086803,0.0,0.19087,2.0,-0.001403868
k__Bacteria;p__GN04;c__,k__Bacteria;p__Acidobacteria;c__Acidobacteriia,0.19087,0.17557883,0.0,0.19087,2.0,-0.12365747
k__Bacteria;p__GN04;c__,k__Bacteria;p__Armatimonadetes;c__SJA-176,0.19087,0.13821906,0.0,0.19087,2.0,0.22945791
k__Bacteria;p__GN04;c__,k__Bacteria;p__BHI80-139;c__,0.19087,0.040660307,0.0,0.19087,2.0,0.38756895
k__Bacteria;p__GN04;c__,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,0.19087,0.18512443,0.0,0.19087,2.0,-0.075799614
k__Bacteria;p__GN04;c__,k__Bacteria;p__Cyanobacteria;c__Nostocophycideae,0.19087,0.10527998,0.0,0.19087,2.0,0.29255772
k__Bacteria;p__GN04;c__,k__Bacteria;p__GN02;c__3BR-5F,0.19087,0.12061346,0.0,0.19087,2.0,0.2650595
k__Bacteria;p__GN04;c__GN15,k__Archaea;p__Crenarchaeota;c__Thermoprotei,0.19087,0.1869632,0.0,0.19087,2.0,-0.06250443
k__Bacteria;p__GN04;c__GN15,k__Bacteria;p__Acidobacteria;Other,0.19087,0.11418451,0.0,0.19087,2.0,-0.27692145
k__Bacteria;p__GN04;c__GN15,k__Bacteria;p__Acidobacteria;c__BPC102,0.19087,-0.063078955,0.0,0.19087,2.0,-0.5039335
k__Bacteria;p__GN04;c__GN15,k__Bacteria;p__Armatimonadetes;c__OPB50,0.19087,0.18774727,0.0,0.19087,2.0,-0.055881422
k__Bacteria;p__GN04;c__GN15,k__Bacteria;p__Bacteroidetes;c__BME43,0.19087,0.11526042,0.0,0.19087,2.0,-0.27497196
k__Bacteria;p__GN04;c__GN15,k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22,0.19087,0.16496634,0.0,0.19087,2.0,0.16094615
k__Bacteria;p__GN04;c__GN15,k__Bacteria;p__Chloroflexi;c__TK17,0.19087,0.10858922,0.0,0.19087,2.0,0.28684628
k__Bacteria;p__GN04;c__GN15,k__Bacteria;p__Cyanobacteria;c__Chloroplast,0.19087,-0.047394097,0.0,0.19087,2.0,0.48812303
k__Bacteria;p__GN04;c__GN15,k__Bacteria;p__Cyanobacteria;c__ML635J-21,0.19087,0.13670948,0.0,0.19087,2.0,-0.23272412
k__Bacteria;p__GN04;c__GN15,k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae,0.19087,0.18847917,0.0,0.19087,2.0,-0.04889615
k__Bacteria;p__GN04;c__GN15,k__Bacteria;p__Firmicutes;c__Clostridia,0.19087,0.15940447,0.0,0.19087,2.0,0.17738527
k__Bacteria;p__GN04;c__GN15,k__Bacteria;p__GN02;c__3BR-5F,0.19087,0.1903668,0.0,0.19087,2.0,0.022431893
k__Bacteria;p__GN04;c__MSB-5A5,k__Archaea;p__Crenarchaeota;c__MCG,0.19087,0.17424491,0.0,0.19087,2.0,-0.12893832
k__Bacteria;p__GN04;c__MSB-5A5,k__Archaea;p__Crenarchaeota;c__Thermoprotei,0.19087,0.15155621,0.0,0.19087,2.0,0.19827707
k__Bacteria;p__GN04;c__MSB-5A5,k__Archaea;p__[Parvarchaeota];c__[Parvarchaea],0.19087,0.15249024,0.0,0.19087,2.0,-0.19590753
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6,0.19087,0.18075241,0.0,0.19087,2.0,-0.10058623
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__Acidobacteria;c__Acidobacteriia,0.19087,0.1423837,0.0,0.19087,2.0,-0.22019605
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__Acidobacteria;c__Holophagae,0.19087,0.18866388,0.0,0.19087,2.0,-0.046969254
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria],0.19087,0.18541145,0.0,0.19087,2.0,-0.07388204
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,0.19087,0.1777291,0.0,0.19087,2.0,-0.11463376
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__Armatimonadetes;c__0319-6E2,0.19087,0.06135373,0.0,0.19087,2.0,-0.3598837
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__BRC1;c__PRR-11,0.19087,0.10678168,0.0,0.19087,2.0,-0.28997988
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22,0.19087,0.16086257,0.0,0.19087,2.0,-0.17322657
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__Chlamydiae;c__Chlamydiia,0.19087,0.18302976,0.0,0.19087,2.0,0.08854514
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__Chloroflexi;c__Thermomicrobia,0.19087,-0.0431706,0.0,0.19087,2.0,0.48377743
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__Cyanobacteria;c__Chloroplast,0.19087,0.13259873,0.0,0.19087,2.0,0.24139445
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__Firmicutes;c__Clostridia,0.19087,0.18952838,0.0,0.19087,2.0,-0.036628112
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__GN02;c__3BR-5F,0.19087,0.15400872,0.0,0.19087,2.0,0.19199291
k__Bacteria;p__GN04;c__MSB-5A5,k__Bacteria;p__GN04;c__GN15,0.19087,0.09673714,0.0,0.19087,2.0,0.3068108
k__Bacteria;p__GOUTA4;c__,k__Bacteria;p__Acidobacteria;c__EC1113,0.19087,0.13158482,0.0,0.19087,2.0,-0.24348547
k__Bacteria;p__GOUTA4;c__,k__Bacteria;p__Bacteroidetes;c__BME43,0.19087,0.12171434,0.0,0.19087,2.0,-0.26297465
k__Bacteria;p__Gemmatimonadetes;c__,k__Archaea;p__Crenarchaeota;c__MBGA,0.19087,0.18622166,0.0,0.19087,2.0,0.06817876
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__AD3;c__JG37-AG-4,0.19087,0.12151681,0.0,0.19087,2.0,0.26334995
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Acidobacteria;Other,0.19087,0.18559867,0.0,0.19087,2.0,-0.07260393
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Acidobacteria;c__BPC102,0.19087,0.06393452,0.0,0.19087,2.0,-0.35628006
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Acidobacteria;c__EC1113,0.19087,0.1867322,0.0,0.19087,2.0,-0.06432574
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Acidobacteria;c__iii1-8,0.19087,0.0443231,0.0,0.19087,2.0,0.38281444
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Actinobacteria;c__MB-A2-108,0.19087,0.17755586,0.0,0.19087,2.0,-0.11538694
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Armatimonadetes;c__0319-6E2,0.19087,0.1415946,0.0,0.19087,2.0,-0.22198063
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Bacteroidetes;c__,0.19087,0.18428953,0.0,0.19087,2.0,0.08112014
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Chlorobi;Other,0.19087,0.18549031,0.0,0.19087,2.0,-0.07334639
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Cyanobacteria;c__ML635J-21,0.19087,0.13637285,0.0,0.19087,2.0,-0.23344624
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae,0.19087,0.13867062,0.0,0.19087,2.0,-0.22847185
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Elusimicrobia;c__4-29,0.19087,0.137851,0.0,0.19087,2.0,-0.23025857
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,0.19087,0.18124889,0.0,0.19087,2.0,-0.098087266
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Fibrobacteres;c__SBZC_2415,0.19087,0.19046855,0.0,0.19087,2.0,0.02003625
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__GN02;c__3BR-5F,0.19087,0.19032776,0.0,0.19087,2.0,0.023285946
k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__GOUTA4;c__,0.19087,-0.042665392,0.0,0.19087,2.0,0.483255
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1,k__Archaea;p__Crenarchaeota;c__Thermoprotei,0.19087,0.05230272,0.0,0.19087,2.0,0.37224627
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1,k__Bacteria;p__Actinobacteria;c__Thermoleophilia,0.19087,0.16902144,0.0,0.19087,2.0,-0.14781258
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1,k__Bacteria;p__Armatimonadetes;c__0319-6E2,0.19087,0.15657675,0.0,0.19087,2.0,0.18518436
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1,k__Bacteria;p__Chloroflexi;c__Ellin6529,0.19087,0.18595262,0.0,0.19087,2.0,0.07012404
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Archaea;p__Crenarchaeota;c__Thermoprotei,0.19087,0.1432074,0.0,0.19087,2.0,-0.21831766
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Bacteria;p__Acidobacteria;c__,0.19087,0.06903869,0.0,0.19087,2.0,-0.34904343
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Bacteria;p__Armatimonadetes;c__0319-6E2,0.19087,0.003309533,0.0,0.19087,2.0,0.43308252
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia],0.19087,0.13756685,0.0,0.19087,2.0,0.23087476
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Bacteria;p__Bacteroidetes;Other,0.19087,0.18939525,0.0,0.19087,2.0,0.038402554
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22,0.19087,0.14208339,0.0,0.19087,2.0,0.2208769
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Bacteria;p__Cyanobacteria;c__Chloroplast,0.19087,0.18810998,0.0,0.19087,2.0,0.05253599
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae,0.19087,0.09563245,0.0,0.19087,2.0,-0.30860582
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Bacteria;p__GN02;c__3BR-5F,0.19087,0.16892627,0.0,0.19087,2.0,-0.14813419
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Bacteria;p__GN04;c__MSB-5A5,0.19087,0.18413182,0.0,0.19087,2.0,0.082086496
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Bacteria;p__Gemmatimonadetes;c__,0.19087,0.032055423,0.0,0.19087,2.0,0.39851546
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,k__Bacteria;p__Acidobacteria;Other,0.19087,0.048066303,0.0,0.19087,2.0,-0.37789378
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,k__Bacteria;p__Acidobacteria;c__Holophagae,0.19087,0.046266317,0.0,0.19087,2.0,0.38026792
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,k__Bacteria;p__Acidobacteria;c__OS-K,0.19087,0.1321318,0.0,0.19087,2.0,0.24235965
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,k__Bacteria;p__Actinobacteria;c__MB-A2-108,0.19087,0.040163577,0.0,0.19087,2.0,-0.38820925
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes,0.19087,0.03666155,0.0,0.19087,2.0,-0.39269385
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,k__Bacteria;p__Bacteroidetes;c__BME43,0.19087,0.09422344,0.0,0.19087,2.0,-0.3108803
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,0.19087,0.05288489,0.0,0.19087,2.0,-0.37146348
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,k__Bacteria;p__GN02;c__3BR-5F,0.19087,0.18985806,0.0,0.19087,2.0,-0.031810917
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,k__Bacteria;p__Gemmatimonadetes;c__,0.19087,-0.09644459,0.0,0.19087,2.0,0.53601736
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,k__Bacteria;p__Gemmatimonadetes;c__Gemm-1,0.19087,0.174883,0.0,0.19087,2.0,-0.12643974
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,k__Archaea;p__Crenarchaeota;c__Thaumarchaeota,0.19087,-0.09536077,0.0,0.19087,2.0,0.5350054
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,k__Archaea;p__Crenarchaeota;c__Thermoprotei,0.19087,0.17055215,0.0,0.19087,2.0,-0.1425407
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,k__Archaea;p__[Parvarchaeota];c__[Parvarchaea],0.19087,0.18322103,0.0,0.19087,2.0,-0.08745841
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,k__Bacteria;p__Acidobacteria;c__,0.19087,0.14697075,0.0,0.19087,2.0,-0.20952147
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria],0.19087,0.16437158,0.0,0.19087,2.0,0.16278334
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,k__Bacteria;p__Armatimonadetes;c__Armatimonadia,0.19087,0.1322951,0.0,0.19087,2.0,-0.24202251
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia],0.19087,0.064447254,0.0,0.19087,2.0,0.35555977
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,k__Bacteria;p__Chlorobi;c__OPB56,0.19087,0.018815547,0.0,0.19087,2.0,0.41479447
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,k__Bacteria;p__GN02;c__3BR-5F,0.19087,0.18781759,0.0,0.19087,2.0,-0.05524859
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,k__Bacteria;p__Gemmatimonadetes;c__,0.19087,-0.08396809,0.0,0.19087,2.0,0.52425003
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,k__Bacteria;p__Armatimonadetes;c__SJA-176,0.19087,0.15562743,0.0,0.19087,2.0,0.18773003
