X	Y	LS	lowCI	upCI	Xs	Ys	Len	Delay	P	PCC	Ppcc	SPCC	Pspcc	Dspcc	SCC	Pscc	SSCC	Psscc	Dsscc	Q	Qpcc	Qspcc	Qscc	Qsscc	Xi	Yi
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Planctomycetes;c__ODP123;o__T8-B82;f__;g__	0.732689	0.732689	0.732689	1	1	18	0	0	0.768163	0.000197	0.768163	0.000197	0	0.737936	0.000472	0.737936	0.000472	0	0	0.005691	0.005691	0.024161	0.024161	334	607
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__AKAU3564;f__;g__	0.745445	0.745445	0.745445	1	1	18	0	0	0.785332	0.000113	0.785332	0.000113	0	0.750911	0.000329	0.750911	0.000329	0	0	0.003682	0.003682	0.019074	0.019074	334	612
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MSBL9;f__;g__	0.840469	0.840469	0.840469	1	1	18	0	0	0.909591	0	0.909591	0	0	0.85366	0.000007	0.85366	0.000007	0	0	0.000019	0.000019	0.00119	0.00119	334	616
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas	0.700675	0.700675	0.700675	2	2	16	0	0	0.600395	0.008425	0.600395	0.008425	0	0.605278	0.007775	0.605278	0.007775	0	0	0.096219	0.096219	0.124904	0.124904	334	766
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga	0.709377	0.709377	0.709377	1	1	18	0	0	0.666936	0.002501	0.666936	0.002501	0	0.682612	0.001799	0.682612	0.001799	0	0	0.039751	0.039751	0.055588	0.055588	334	768
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Dok59	0.768638	0.768638	0.768638	1	1	18	0	0	0.860082	0.000005	0.860082	0.000005	0	0.774591	0.000161	0.774591	0.000161	0	0	0.000294	0.000294	0.011733	0.011733	334	814
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__KD1-23	0.755994	0.755994	0.755994	1	1	18	0	0	0.79479	0.000081	0.79479	0.000081	0	0.725622	0.000653	0.725622	0.000653	0	0	0.002845	0.002845	0.029721	0.029721	334	816
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other;Other;Other	0.869702	0.869702	0.869702	1	1	18	0	0	0.791816	0.00009	0.791816	0.00009	0	0.855887	0.000006	0.855887	0.000006	0	0	0.003089	0.003089	0.001099	0.001099	334	828
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__Desulfarculaceae;g__	0.725787	0.725787	0.725787	1	1	18	0	0	0.900373	0	0.900373	0	0	0.750002	0.000338	0.750002	0.000338	0	0	0.000036	0.000036	0.019357	0.019357	334	836
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__	0.798044	0.798044	0.798044	1	1	18	0	0	0.843263	0.000011	0.843263	0.000011	0	0.791196	0.000092	0.791196	0.000092	0	0	0.000587	0.000587	0.007963	0.007963	334	842
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;Other;Other	0.703309	0.703309	0.703309	1	1	18	0	0	0.792114	0.000089	0.792114	0.000089	0	0.675302	0.002103	0.675302	0.002103	0	0	0.003063	0.003063	0.061067	0.061067	334	849
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;Other	0.729163	0.729163	0.729163	1	1	18	0	0	0.76891	0.000192	0.76891	0.000192	0	0.694304	0.001389	0.694304	0.001389	0	0	0.005588	0.005588	0.047525	0.047525	334	854
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__	0.817417	0.817417	0.817417	1	1	18	0	0	0.79739	0.000074	0.79739	0.000074	0	0.825484	0.000025	0.825484	0.000025	0	0	0.002644	0.002644	0.003162	0.003162	334	855
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Pelobacteraceae;Other	0.905894	0.905894	0.905894	1	1	18	0	0	0.916871	0	0.916871	0	0	0.89695	0	0.89695	0	0	0	0.000011	0.000011	0.000159	0.000159	334	857
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Pelobacteraceae;g__	0.762813	0.762813	0.762813	1	1	18	0	0	0.76805	0.000197	0.76805	0.000197	0	0.786532	0.000108	0.786532	0.000108	0	0	0.005707	0.005707	0.008897	0.008897	334	858
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Syntrophus	0.777555	0.777555	0.777555	1	1	18	0	0	0.885207	0.000001	0.885207	0.000001	0	0.77801	0.000144	0.77801	0.000144	0	0	0.000088	0.000088	0.010858	0.010858	334	896
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter	0.787544	0.787544	0.787544	1	1	18	0	0	0.862236	0.000004	0.862236	0.000004	0	0.787162	0.000106	0.787162	0.000106	0	0	0.000268	0.000268	0.008781	0.008781	334	899
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophorhabdaceae;g__	0.784112	0.784112	0.784112	1	1	18	0	0	0.753754	0.000303	0.753754	0.000303	0	0.786532	0.000108	0.786532	0.000108	0	0	0.00795	0.00795	0.008897	0.008897	334	900
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__HTCC2188;Other	0.697791	0.697791	0.697791	4	4	15	0	0	0.584755	0.010807	0.584755	0.010807	0	0.508861	0.031034	0.508861	0.031034	0	0	0.115074	0.115074	0.234398	0.234398	334	919
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Crenotrichaceae;g__Crenothrix	0.774471	0.774471	0.774471	1	1	18	0	0	0.769615	0.000188	0.769615	0.000188	0	0.75467	0.000295	0.75467	0.000295	0	0	0.005489	0.005489	0.017651	0.017651	334	952
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales];f__[Marinicellaceae];g__	0.738305	0.738305	0.738305	2	2	17	0	0	0.635035	0.004632	0.635035	0.004632	0	0.644835	0.003861	0.644835	0.003861	0	0	0.062309	0.062309	0.085501	0.085501	334	994
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__WS4;c__;o__;f__;g__	0.809453	0.809453	0.809453	1	1	18	0	0	0.867171	0.000003	0.867171	0.000003	0	0.80436	0.000057	0.80436	0.000057	0	0	0.000213	0.000213	0.005726	0.005726	334	1064
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	k__Bacteria;p__WWE1;c__[Cloacamonae];o__[Cloacamonales];f__SHA-116;g__	0.748389	0.748389	0.748389	1	1	18	0	0	0.805024	0.000056	0.805024	0.000056	0	0.758383	0.000265	0.758383	0.000265	0	0	0.00211	0.00211	0.016401	0.016401	334	1066
k__Bacteria;p__Chlorobi;c__OPB56;o__;f__;g__	k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Trebouxiophyceae;g__	-0.722237	-0.722237	-0.722237	3	3	16	0	0	-0.405886	0.094674	-0.405886	0.094674	0	-0.694225	0.001391	-0.694225	0.001391	0	0	0.492705	0.492705	0.047587	0.047587	335	421
k__Bacteria;p__Chlorobi;c__OPB56;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Anaeromyxobacter	0.70951	0.70951	0.70951	1	1	18	0	0	0.474556	0.046603	0.474556	0.046603	0	0.70631	0.001052	0.70631	0.001052	0	0	0.317788	0.317788	0.04007	0.04007	335	875
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__	0.683403	0.683403	0.683403	1	1	17	0	0	0.3849	0.114742	0.3849	0.114742	0	0.645492	0.003813	0.645492	0.003813	0	0	0.548803	0.548803	0.084966	0.084966	336	340
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;Other	0.913484	0.913484	0.913484	1	1	18	0	0	0.921785	0	0.921785	0	0	0.923554	0	0.923554	0	0	0	0.000008	0.000008	0.000024	0.000024	336	344
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__	0.955206	0.955206	0.955206	1	1	18	0	0	0.954692	0	0.954692	0	0	0.947858	0	0.947858	0	0	0	0	0	0.000002	0.000002	336	345
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__Anaerolinea	0.936462	0.936462	0.936462	1	1	18	0	0	0.918556	0	0.918556	0	0	0.942149	0	0.942149	0	0	0	0.00001	0.00001	0.000004	0.000004	336	346
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__SHD-14	0.861609	0.861609	0.861609	1	1	18	0	0	0.843149	0.000011	0.843149	0.000011	0	0.891417	0.000001	0.891417	0.000001	0	0	0.00059	0.00059	0.000215	0.000215	336	348
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__WCHB1-05	0.861929	0.861929	0.861929	1	1	18	0	0	0.76966	0.000188	0.76966	0.000188	0	0.907541	0	0.907541	0	0	0	0.005483	0.005483	0.000081	0.000081	336	350
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea	0.720941	0.720941	0.720941	1	1	18	0	0	0.697424	0.001294	0.697424	0.001294	0	0.70992	0.000965	0.70992	0.000965	0	0	0.02431	0.02431	0.03806	0.03806	336	354
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__;g__	0.946895	0.946895	0.946895	1	1	18	0	0	0.944214	0	0.944214	0	0	0.955085	0	0.955085	0	0	0	0.000001	0.000001	0.000001	0.000001	336	356
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__S0208;f__;g__	0.695518	0.695518	0.695518	1	1	18	0	0	0.183718	0.465549	0.183718	0.465549	0	0.707092	0.001032	0.707092	0.001032	0	0	0.776734	0.776734	0.039695	0.039695	336	358
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__;g__	0.768167	0.768167	0.768167	1	1	18	0	0	0.803229	0.00006	0.803229	0.00006	0	0.770572	0.000182	0.770572	0.000182	0	0	0.002227	0.002227	0.012787	0.012787	336	365
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12;f__;g__	0.879374	0.879374	0.879374	1	1	18	0	0	0.707543	0.001021	0.707543	0.001021	0	0.905524	0	0.905524	0	0	0	0.020316	0.020316	0.000093	0.000093	336	367
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales;f__;g__	0.767994	0.767994	0.767994	2	2	17	0	0	0.630487	0.005031	0.630487	0.005031	0	0.758408	0.000264	0.758408	0.000264	0	0	0.066184	0.066184	0.016391	0.016391	336	378
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__;g__	0.730784	0.730784	0.730784	1	1	13	0	0	0.449264	0.061432	0.449264	0.061432	0	0.714876	0.000855	0.714876	0.000855	0	0	0.37958	0.37958	0.035382	0.035382	336	382
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Chloroflexi;c__TK17;o__mle1-48;f__;g__	0.765338	0.765338	0.765338	1	1	18	0	0	0.763627	0.000226	0.763627	0.000226	0	0.814662	0.000038	0.814662	0.000038	0	0	0.006343	0.006343	0.004351	0.004351	336	407
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.810403	0.810403	0.810403	1	1	18	0	0	0.403439	0.096873	0.403439	0.096873	0	0.834023	0.000017	0.834023	0.000017	0	0	0.499362	0.499362	0.002355	0.002355	336	477
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other;Other	0.737619	0.737619	0.737619	1	1	18	0	0	0.813421	0.00004	0.813421	0.00004	0	0.720186	0.00075	0.720186	0.00075	0	0	0.00164	0.00164	0.032462	0.032462	336	494
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	0.773511	0.773511	0.773511	1	1	18	0	0	0.860714	0.000005	0.860714	0.000005	0	0.804651	0.000057	0.804651	0.000057	0	0	0.000286	0.000286	0.005677	0.005677	336	498
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__	0.922684	0.922684	0.922684	1	1	18	0	0	0.941433	0	0.941433	0	0	0.924587	0	0.924587	0	0	0	0.000001	0.000001	0.000022	0.000022	336	509
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Gracilibacter	0.793908	0.793908	0.793908	1	1	18	0	0	0.697812	0.001282	0.697812	0.001282	0	0.807627	0.000051	0.807627	0.000051	0	0	0.024142	0.024142	0.005228	0.005228	336	510
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__	0.785428	0.785428	0.785428	1	1	18	0	0	0.842338	0.000012	0.842338	0.000012	0	0.787879	0.000103	0.787879	0.000103	0	0	0.000607	0.000607	0.008619	0.008619	336	519
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__WCHB1-84	0.92322	0.92322	0.92322	1	1	18	0	0	0.886282	0.000001	0.886282	0.000001	0	0.925694	0	0.925694	0	0	0	0.000083	0.000083	0.00002	0.00002	336	525
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	0.793866	0.793866	0.793866	1	1	18	0	0	0.861107	0.000004	0.861107	0.000004	0	0.771296	0.000178	0.771296	0.000178	0	0	0.000281	0.000281	0.012598	0.012598	336	526
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Sporomusa	0.876318	0.876318	0.876318	1	1	18	0	0	0.901996	0	0.901996	0	0	0.894057	0.000001	0.894057	0.000001	0	0	0.000032	0.000032	0.000186	0.000186	336	535
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Gemmatimonadetes;c__Gemm-2;o__;f__;g__	0.711909	0.711909	0.711909	1	1	18	0	0	0.39987	0.100146	0.39987	0.100146	0	0.674631	0.002133	0.674631	0.002133	0	0	0.508545	0.508545	0.061594	0.061594	336	554
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__NC10;c__12-24;o__JH-WHS47;f__;g__	0.800058	0.800058	0.800058	1	1	18	0	0	0.839692	0.000013	0.839692	0.000013	0	0.867047	0.000003	0.867047	0.000003	0	0	0.000672	0.000672	0.000697	0.000697	336	569
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__FW;g__4-29	0.926252	0.926252	0.926252	1	1	18	0	0	0.915348	0	0.915348	0	0	0.910687	0	0.910687	0	0	0	0.000013	0.000013	0.000066	0.000066	336	576
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae];g__GOUTA19	0.879612	0.879612	0.879612	1	1	18	0	0	0.875241	0.000002	0.875241	0.000002	0	0.887971	0.000001	0.887971	0.000001	0	0	0.000146	0.000146	0.000261	0.000261	336	584
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Planctomycetes;c__ODP123;o__T8-B82;f__;g__	0.899976	0.899976	0.899976	1	1	18	0	0	0.864397	0.000004	0.864397	0.000004	0	0.928092	0	0.928092	0	0	0	0.000243	0.000243	0.000016	0.000016	336	607
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__AKAU3564;f__;g__	0.841166	0.841166	0.841166	1	1	18	0	0	0.864058	0.000004	0.864058	0.000004	0	0.878678	0.000002	0.878678	0.000002	0	0	0.000247	0.000247	0.000415	0.000415	336	612
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MSBL9;f__;g__	0.906804	0.906804	0.906804	1	1	18	0	0	0.954548	0	0.954548	0	0	0.882567	0.000001	0.882567	0.000001	0	0	0	0	0.000341	0.000341	336	616
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__mle1-8;f__;g__	0.770206	0.770206	0.770206	1	1	18	0	0	0.513476	0.029294	0.513476	0.029294	0	0.759071	0.000259	0.759071	0.000259	0	0	0.232783	0.232783	0.016158	0.016158	336	625
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Planctomycetes;c__Pla3;o__;f__;g__	0.780513	0.780513	0.780513	1	1	18	0	0	0.133793	0.596616	0.133793	0.596616	0	0.806102	0.000054	0.806102	0.000054	0	0	0.776734	0.776734	0.005448	0.005448	336	626
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__	0.966401	0.966401	0.966401	1	1	18	0	0	0.905967	0	0.905967	0	0	0.966443	0	0.966443	0	0	0	0.000025	0.000025	0	0	336	737
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter	0.92718	0.92718	0.92718	1	1	18	0	0	0.951574	0	0.951574	0	0	0.938565	0	0.938565	0	0	0	0	0	0.000006	0.000006	336	773
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rubrivivax	0.817153	0.817153	0.817153	1	1	18	0	0	0.649551	0.003529	0.649551	0.003529	0	0.851459	0.000007	0.851459	0.000007	0	0	0.050999	0.050999	0.001291	0.001291	336	774
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales;f__Gallionellaceae;g__Gallionella	0.871677	0.871677	0.871677	1	1	18	0	0	0.887462	0.000001	0.887462	0.000001	0	0.859876	0.000005	0.859876	0.000005	0	0	0.000078	0.000078	0.00094	0.00094	336	787
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera	0.871033	0.871033	0.871033	1	1	18	0	0	0.792411	0.000088	0.792411	0.000088	0	0.877911	0.000002	0.877911	0.000002	0	0	0.003039	0.003039	0.000428	0.000428	336	795
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;Other	0.84176	0.84176	0.84176	1	1	18	0	0	0.80126	0.000064	0.80126	0.000064	0	0.822922	0.000027	0.822922	0.000027	0	0	0.002357	0.002357	0.003428	0.003428	336	807
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__	0.810797	0.810797	0.810797	1	1	18	0	0	0.873826	0.000002	0.873826	0.000002	0	0.81776	0.000034	0.81776	0.000034	0	0	0.000156	0.000156	0.004021	0.004021	336	808
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Dechloromonas	0.939445	0.939445	0.939445	1	1	18	0	0	0.960144	0	0.960144	0	0	0.939597	0	0.939597	0	0	0	0	0	0.000005	0.000005	336	813
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Propionivibrio	0.755766	0.755766	0.755766	1	1	18	0	0	0.644825	0.003862	0.644825	0.003862	0	0.757144	0.000275	0.757144	0.000275	0	0	0.054491	0.054491	0.016836	0.016836	336	817
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SBla14;f__;g__	0.901891	0.901891	0.901891	1	1	18	0	0	0.91576	0	0.91576	0	0	0.885906	0.000001	0.885906	0.000001	0	0	0.000012	0.000012	0.00029	0.00029	336	825
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other;Other;Other	0.851396	0.851396	0.851396	1	1	18	0	0	0.662106	0.002758	0.662106	0.002758	0	0.860982	0.000004	0.860982	0.000004	0	0	0.042642	0.042642	0.000898	0.000898	336	828
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__	0.772066	0.772066	0.772066	1	1	15	0	0	0.624179	0.005629	0.624179	0.005629	0	0.751293	0.000325	0.751293	0.000325	0	0	0.071742	0.071742	0.018922	0.018922	336	832
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__Desulfarculaceae;g__	0.840441	0.840441	0.840441	1	1	18	0	0	0.918806	0	0.918806	0	0	0.853672	0.000007	0.853672	0.000007	0	0	0.00001	0.00001	0.00119	0.00119	336	836
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__	0.96202	0.96202	0.96202	1	1	18	0	0	0.963281	0	0.963281	0	0	0.957128	0	0.957128	0	0	0	0	0	0	0	336	842
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfobulbus	0.764999	0.764999	0.764999	1	1	18	0	0	0.686124	0.001666	0.686124	0.001666	0	0.856405	0.000006	0.856405	0.000006	0	0	0.029428	0.029428	0.001077	0.001077	336	843
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	0.832902	0.832902	0.832902	1	1	18	0	0	0.829106	0.000021	0.829106	0.000021	0	0.781687	0.000127	0.781687	0.000127	0	0	0.000978	0.000978	0.010035	0.010035	336	848
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;Other;Other	0.927436	0.927436	0.927436	1	1	18	0	0	0.866223	0.000003	0.866223	0.000003	0	0.92824	0	0.92824	0	0	0	0.000223	0.000223	0.000016	0.000016	336	849
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__	0.837627	0.837627	0.837627	1	1	18	0	0	0.831151	0.000019	0.831151	0.000019	0	0.830491	0.00002	0.830491	0.00002	0	0	0.000912	0.000912	0.00267	0.00267	336	852
