X	Y	LS	lowCI	upCI	Xs	Ys	Len	Delay	P	PCC	Ppcc	SPCC	Pspcc	Dspcc	SCC	Pscc	SSCC	Psscc	Dsscc	Q	Qpcc	Qspcc	Qscc	Qsscc	Xi	Yi
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__;g__	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__;g__	-0.734262	-0.734262	-0.734262	5	5	14	0	0	-0.567828	0.013964	-0.567828	0.013964	0	-0.717023	0.000811	-0.717023	0.000811	0	0	0.13843	0.13843	0.034205	0.034205	3	624
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidisphaera	0.814011	0.814011	0.814011	1	1	18	0	0	0.957174	0	0.957174	0	0	0.797946	0.000072	0.797946	0.000072	0	0	0	0	0.006735	0.006735	3	711
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;Other	-0.731034	-0.731034	-0.731034	1	1	18	0	0	-0.494638	0.036906	-0.494638	0.036906	0	-0.750792	0.00033	-0.750792	0.00033	0	0	0.272225	0.272225	0.019121	0.019121	3	738
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__;g__	k__Bacteria;p__Proteobacteria;c__TA18;o__PHOS-HD29;f__;g__	-0.749237	-0.749237	-0.749237	3	3	16	0	0	-0.282656	0.255754	-0.282656	0.255754	0	-0.701973	0.001165	-0.701973	0.001165	0	0	0.77293	0.77293	0.042654	0.042654	3	996
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__;g__	k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales;f__Methylacidiphilaceae;g__Candidatus Methylacidiphilum	0.658158	0.658158	0.658158	1	1	18	0	0	0.442443	0.065974	0.442443	0.065974	0	0.641808	0.004087	0.641808	0.004087	0	0	0.397101	0.397101	0.088383	0.088383	3	1031
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__;g__	k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__;g__	-0.814575	-0.814575	-0.814575	5	5	14	0	0	-0.507368	0.031614	-0.507368	0.031614	0	-0.768756	0.000193	-0.768756	0.000193	0	0	0.245449	0.245449	0.013309	0.013309	3	1035
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__;g__	k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae];g__Candidatus Xiphinematobacter	-0.818065	-0.818065	-0.818065	1	1	18	0	0	-0.280393	0.259743	-0.280393	0.259743	0	-0.825054	0.000025	-0.825054	0.000025	0	0	0.775905	0.775905	0.003209	0.003209	3	1046
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__YNPFFA;f__SK322;g__	0.791073	0.791073	0.791073	7	7	12	0	0	0.240163	0.337093	0.240163	0.337093	0	0.747678	0.000361	0.747678	0.000361	0	0	0.776734	0.776734	0.020128	0.020128	4	18
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__;g__	0.795969	0.795969	0.795969	6	6	13	0	0	0.248318	0.320434	0.248318	0.320434	0	0.801526	0.000064	0.801526	0.000064	0	0	0.776734	0.776734	0.006154	0.006154	4	45
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Bacteria;p__Acidobacteria;c__TM1;o__;f__;g__	0.941637	0.941637	0.941637	5	5	14	0	0	0.925277	0	0.925277	0	0	0.936017	0	0.936017	0	0	0	0.000006	0.000006	0	0	4	79
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae;g__	0.781571	0.781571	0.781571	1	1	18	0	0	0.649578	0.003527	0.649578	0.003527	0	0.750258	0.000507	0.750258	0.000507	0	0	0.050983	0.050983	0.025273	0.025273	4	393
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae;g__Thermogemmatispora	0.787375	0.787375	0.787375	8	8	11	0	0	0.263873	0.290035	0.263873	0.290035	0	0.790501	0.000094	0.790501	0.000094	0	0	0.776734	0.776734	0.008083	0.008083	4	394
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10;f__;g__	-0.841951	-0.841951	-0.841951	4	4	14	0	0	-0.293534	0.237118	-0.293534	0.237118	0	-0.814704	0.000038	-0.814704	0.000038	0	0	0.756125	0.756125	0.004351	0.004351	4	444
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__	-0.711351	-0.711351	-0.711351	9	9	10	0	0	-0.472335	0.047784	-0.472335	0.047784	0	-0.563758	0.014823	-0.563758	0.014823	0	0	0.323057	0.323057	0.17282	0.17282	4	558
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__B97;f__;g__	-0.663498	-0.663498	-0.663498	3	3	13	0	0	-0.201667	0.422281	-0.201667	0.422281	0	-0.546119	0.019041	-0.546119	0.019041	0	0	0.776734	0.776734	0.190898	0.190898	4	628
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium	-0.802108	-0.802108	-0.802108	1	1	17	0	0	-0.425967	0.077973	-0.425967	0.077973	0	-0.828689	0.000013	-0.828689	0.000013	0	0	0.439899	0.439899	0.001927	0.001927	4	674
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidisphaera	0.776171	0.776171	0.776171	8	8	11	0	0	0.851206	0.000007	0.851206	0.000007	0	0.760211	0.000251	0.760211	0.000251	0	0	0.000429	0.000429	0.015808	0.015808	4	711
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis	-0.713897	-0.713897	-0.713897	3	3	15	0	0	-0.207199	0.409389	-0.207199	0.409389	0	-0.648886	0.003575	-0.648886	0.003575	0	0	0.776734	0.776734	0.082081	0.082081	4	745
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;Other	-0.687896	-0.687896	-0.687896	1	1	18	0	0	-0.430992	0.074156	-0.430992	0.074156	0	-0.682147	0.002415	-0.682147	0.002415	0	0	0.426926	0.426926	0.066322	0.066322	4	762
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__;g__	-0.839781	-0.839781	-0.839781	1	1	18	0	0	-0.324458	0.188976	-0.324458	0.188976	0	-0.832817	0.000007	-0.832817	0.000007	0	0	0.698196	0.698196	0.001185	0.001185	4	790
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__	-0.76553	-0.76553	-0.76553	6	6	12	0	0	-0.534574	0.022278	-0.534574	0.022278	0	-0.738255	0.000468	-0.738255	0.000468	0	0	0.19257	0.19257	0.024035	0.024035	4	881
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__;g__	-0.808867	-0.808867	-0.808867	8	8	11	0	0	-0.538726	0.021068	-0.538726	0.021068	0	-0.748194	0.000536	-0.748194	0.000536	0	0	0.185153	0.185153	0.02607	0.02607	4	1035
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__Cenarchaeaceae;g__Nitrosopumilus	0.756735	0.756735	0.756735	1	1	18	0	0	0.868029	0.000003	0.868029	0.000003	0	0.75909	0.000259	0.75909	0.000259	0	0	0.000205	0.000205	0.016156	0.016156	7	11
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Acidobacteria;c__BPC102;o__B110;f__;g__	0.861357	0.861357	0.861357	1	1	18	0	0	0.945356	0	0.945356	0	0	0.897884	0	0.897884	0	0	0	0.000001	0.000001	0.00015	0.00015	7	55
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40;f__;g__	0.885412	0.885412	0.885412	1	1	18	0	0	0.907483	0	0.907483	0	0	0.860559	0.000005	0.860559	0.000005	0	0	0.000023	0.000023	0.000915	0.000915	7	56
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix	0.727146	0.727146	0.727146	1	1	18	0	0	0.752897	0.000311	0.752897	0.000311	0	0.728222	0.000611	0.728222	0.000611	0	0	0.008103	0.008103	0.02836	0.02836	7	61
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	0.797664	0.797664	0.797664	1	1	18	0	0	0.310961	0.209113	0.310961	0.209113	0	0.794396	0.000082	0.794396	0.000082	0	0	0.725158	0.725158	0.007365	0.007365	7	113
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Actinobacteria;c__OPB41;o__;f__;g__	0.799609	0.799609	0.799609	1	1	18	0	0	0.918891	0	0.918891	0	0	0.798762	0.00007	0.798762	0.00007	0	0	0.00001	0.00001	0.006589	0.006589	7	212
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Armatimonadetes;c__SJA-176;o__GAB-B06;f__;g__	0.750648	0.750648	0.750648	1	1	18	0	0	0.857707	0.000005	0.857707	0.000005	0	0.769716	0.000187	0.769716	0.000187	0	0	0.000326	0.000326	0.013026	0.013026	7	237
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Armatimonadetes;c__SJA-176;o__RB046;f__;g__	0.909884	0.909884	0.909884	1	1	18	0	0	0.952852	0	0.952852	0	0	0.894199	0.000001	0.894199	0.000001	0	0	0	0	0.000186	0.000186	7	238
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__	0.875765	0.875765	0.875765	1	1	18	0	0	0.936531	0	0.936531	0	0	0.888553	0.000001	0.888553	0.000001	0	0	0.000002	0.000002	0.000253	0.000253	7	251
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008;g__	0.850386	0.850386	0.850386	1	1	18	0	0	0.931406	0	0.931406	0	0	0.898812	0	0.898812	0	0	0	0.000003	0.000003	0.000143	0.000143	7	252
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16;g__	0.714514	0.714514	0.714514	1	1	16	0	0	0.630572	0.005023	0.630572	0.005023	0	0.633706	0.004746	0.633706	0.004746	0	0	0.066111	0.066111	0.09629	0.09629	7	261
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__SB-1;g__	0.884097	0.884097	0.884097	1	1	18	0	0	0.917681	0	0.917681	0	0	0.898239	0	0.898239	0	0	0	0.000011	0.000011	0.000148	0.000148	7	264
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter	0.731962	0.731962	0.731962	1	1	18	0	0	0.775881	0.000154	0.775881	0.000154	0	0.682578	0.0018	0.682578	0.0018	0	0	0.004699	0.004699	0.055597	0.055597	7	269
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;g__	0.847927	0.847927	0.847927	1	1	18	0	0	0.930305	0	0.930305	0	0	0.855375	0.000006	0.855375	0.000006	0	0	0.000004	0.000004	0.001119	0.001119	7	311
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__	0.879619	0.879619	0.879619	1	1	18	0	0	0.953838	0	0.953838	0	0	0.914473	0	0.914473	0	0	0	0	0	0.00005	0.00005	7	332
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	0.788855	0.788855	0.788855	1	1	18	0	0	0.797264	0.000074	0.797264	0.000074	0	0.789282	0.000098	0.789282	0.000098	0	0	0.002653	0.002653	0.008345	0.008345	7	334
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	0.868288	0.868288	0.868288	1	1	18	0	0	0.95559	0	0.95559	0	0	0.859966	0.000005	0.859966	0.000005	0	0	0	0	0.000937	0.000937	7	336
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;Other	0.825007	0.825007	0.825007	1	1	18	0	0	0.907795	0	0.907795	0	0	0.822103	0.000028	0.822103	0.000028	0	0	0.000022	0.000022	0.003522	0.003522	7	344
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__	0.888019	0.888019	0.888019	1	1	18	0	0	0.93823	0	0.93823	0	0	0.906179	0	0.906179	0	0	0	0.000002	0.000002	0.000088	0.000088	7	345
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__Anaerolinea	0.835579	0.835579	0.835579	1	1	18	0	0	0.878686	0.000002	0.878686	0.000002	0	0.853742	0.000007	0.853742	0.000007	0	0	0.000123	0.000123	0.001187	0.001187	7	346
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__WCHB1-05	0.745424	0.745424	0.745424	1	1	18	0	0	0.717766	0.000797	0.717766	0.000797	0	0.814841	0.000038	0.814841	0.000038	0	0	0.016847	0.016847	0.004343	0.004343	7	350
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__;g__	0.875744	0.875744	0.875744	1	1	18	0	0	0.913728	0	0.913728	0	0	0.897884	0	0.897884	0	0	0	0.000014	0.000014	0.00015	0.00015	7	356
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__	-0.765683	-0.765683	-0.765683	1	1	18	0	0	-0.612962	0.006834	-0.612962	0.006834	0	-0.821584	0.000029	-0.821584	0.000029	0	0	0.08259	0.08259	0.003574	0.003574	7	403
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other;Other	0.750277	0.750277	0.750277	1	1	18	0	0	0.84392	0.000011	0.84392	0.000011	0	0.728875	0.000601	0.728875	0.000601	0	0	0.000572	0.000572	0.028054	0.028054	7	494
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	0.735733	0.735733	0.735733	1	1	18	0	0	0.807092	0.000052	0.807092	0.000052	0	0.726004	0.000647	0.726004	0.000647	0	0	0.001984	0.001984	0.02954	0.02954	7	498
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__	0.818787	0.818787	0.818787	1	1	18	0	0	0.927183	0	0.927183	0	0	0.861522	0.000004	0.861522	0.000004	0	0	0.000005	0.000005	0.00088	0.00088	7	509
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__WCHB1-84	0.83286	0.83286	0.83286	1	1	18	0	0	0.860333	0.000005	0.860333	0.000005	0	0.849689	0.000008	0.849689	0.000008	0	0	0.000291	0.000291	0.001374	0.001374	7	525
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Sporomusa	0.826558	0.826558	0.826558	1	1	18	0	0	0.882631	0.000001	0.882631	0.000001	0	0.857816	0.000005	0.857816	0.000005	0	0	0.000101	0.000101	0.001021	0.001021	7	535
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__GN04;c__GN15;o__;f__;g__	0.770321	0.770321	0.770321	2	2	17	0	0	0.51421	0.029024	0.51421	0.029024	0	0.772752	0.00017	0.772752	0.00017	0	0	0.231282	0.231282	0.012223	0.012223	7	549
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__FW;g__4-29	0.888606	0.888606	0.888606	1	1	18	0	0	0.908931	0	0.908931	0	0	0.897884	0	0.897884	0	0	0	0.00002	0.00002	0.00015	0.00015	7	576
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae];g__GOUTA19	0.861799	0.861799	0.861799	1	1	18	0	0	0.814427	0.000039	0.814427	0.000039	0	0.874038	0.000002	0.874038	0.000002	0	0	0.001586	0.001586	0.000516	0.000516	7	584
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Planctomycetes;c__ODP123;o__T8-B82;f__;g__	0.813909	0.813909	0.813909	1	1	18	0	0	0.792912	0.000087	0.792912	0.000087	0	0.857146	0.000006	0.857146	0.000006	0	0	0.002997	0.002997	0.001048	0.001048	7	607
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__AKAU3564;f__;g__	0.818668	0.818668	0.818668	1	1	18	0	0	0.792827	0.000087	0.792827	0.000087	0	0.841896	0.000012	0.841896	0.000012	0	0	0.003004	0.003004	0.00184	0.00184	7	612
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MSBL9;f__;g__	0.851986	0.851986	0.851986	1	1	18	0	0	0.916195	0	0.916195	0	0	0.831691	0.000019	0.831691	0.000019	0	0	0.000012	0.000012	0.002561	0.002561	7	616
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Mycoplana	0.834528	0.834528	0.834528	1	1	18	0	0	0.871723	0.000002	0.871723	0.000002	0	0.77575	0.000155	0.77575	0.000155	0	0	0.000172	0.000172	0.011461	0.011461	7	653
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__	0.829162	0.829162	0.829162	1	1	18	0	0	0.840938	0.000012	0.840938	0.000012	0	0.833602	0.000017	0.833602	0.000017	0	0	0.00064	0.00064	0.00239	0.00239	7	737
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter	0.83055	0.83055	0.83055	1	1	18	0	0	0.894236	0.000001	0.894236	0.000001	0	0.858485	0.000005	0.858485	0.000005	0	0	0.000053	0.000053	0.000997	0.000997	7	773
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales;f__Gallionellaceae;g__Gallionella	0.747725	0.747725	0.747725	1	1	18	0	0	0.858695	0.000005	0.858695	0.000005	0	0.761686	0.00024	0.761686	0.00024	0	0	0.000313	0.000313	0.015386	0.015386	7	787
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;Other	0.684706	0.684706	0.684706	1	1	18	0	0	0.693286	0.001421	0.693286	0.001421	0	0.609649	0.007228	0.609649	0.007228	0	0	0.026063	0.026063	0.120398	0.120398	7	807
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Dechloromonas	0.863162	0.863162	0.863162	1	1	18	0	0	0.936249	0	0.936249	0	0	0.891663	0.000001	0.891663	0.000001	0	0	0.000002	0.000002	0.000213	0.000213	7	813
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SBla14;f__;g__	0.853458	0.853458	0.853458	1	1	18	0	0	0.888093	0.000001	0.888093	0.000001	0	0.859522	0.000005	0.859522	0.000005	0	0	0.000075	0.000075	0.000954	0.000954	7	825
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__Desulfarculaceae;g__	0.832061	0.832061	0.832061	1	1	18	0	0	0.866816	0.000003	0.866816	0.000003	0	0.842164	0.000012	0.842164	0.000012	0	0	0.000217	0.000217	0.001824	0.001824	7	836
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__	0.811373	0.811373	0.811373	1	1	18	0	0	0.901802	0	0.901802	0	0	0.803949	0.000058	0.803949	0.000058	0	0	0.000033	0.000033	0.005782	0.005782	7	842
