X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
k__Bacteria;p__OP3,k__Bacteria;p__Nitrospirae,0.35734,-0.02775684,0.0,0.35734,2.0,0.6205617
k__Bacteria;p__OctSpA1-106,k__Bacteria;p__FBP,0.35734,-0.09572744,0.0,0.35734,2.0,0.67310286
k__Bacteria;p__OctSpA1-106,k__Bacteria;p__GN04,0.35734,0.28001553,0.0,0.35734,2.0,0.2780728
k__Bacteria;p__Proteobacteria,k__Archaea;p__Crenarchaeota,0.35734,0.26060694,0.0,0.35734,2.0,-0.3110194
k__Bacteria;p__Proteobacteria,k__Bacteria;p__Cyanobacteria,0.35734,0.005944252,0.0,0.35734,2.0,-0.59278643
k__Bacteria;p__SBR1093,k__Bacteria;p__LD1,0.35734,-0.10180414,0.0,0.35734,2.0,0.67760175
k__Bacteria;p__SC4,k__Bacteria;p__Acidobacteria,0.35734,0.2265591,0.0,0.35734,2.0,-0.36163643
k__Bacteria;p__SC4,k__Bacteria;p__Elusimicrobia,0.35734,0.3500227,0.0,0.35734,2.0,-0.08554128
k__Bacteria;p__SC4,k__Bacteria;p__Proteobacteria,0.35734,0.27310497,0.0,0.35734,2.0,-0.29023272
k__Bacteria;p__Spirochaetes,k__Bacteria;p__NKB19,0.35734,0.1178481,0.0,0.35734,2.0,0.4893791
k__Bacteria;p__TM6,k__Bacteria;p__Chlorobi,0.35734,0.29874617,0.0,0.35734,2.0,0.24206163
k__Bacteria;p__TM6,k__Bacteria;p__Proteobacteria,0.35734,0.33455712,0.0,0.35734,2.0,0.15094008
k__Bacteria;p__Tenericutes,k__Archaea;p__Crenarchaeota,0.35734,0.2924607,0.0,0.35734,2.0,-0.25471416
k__Bacteria;p__Tenericutes,k__Bacteria;p__Cyanobacteria,0.35734,0.0627473,0.0,0.35734,2.0,-0.54276395
k__Bacteria;p__Tenericutes,k__Bacteria;p__OP3,0.35734,0.3360085,0.0,0.35734,2.0,-0.14605317
k__Bacteria;p__WPS-2,k__Bacteria;p__Chlamydiae,0.35734,0.090364486,0.0,0.35734,2.0,0.51669675
k__Bacteria;p__WPS-2,k__Bacteria;p__OD1,0.35734,0.31425077,0.0,0.35734,2.0,0.20757948
k__Bacteria;p__WPS-2,k__Bacteria;p__OctSpA1-106,0.35734,0.27377024,0.0,0.35734,2.0,0.28908437
k__Bacteria;p__WPS-2,k__Bacteria;p__Proteobacteria,0.35734,-0.28391758,0.0,0.35734,2.0,0.8007856
k__Bacteria;p__WPS-2,k__Bacteria;p__SBR1093,0.35734,0.23221038,0.0,0.35734,2.0,0.35373667
k__Bacteria;p__WPS-2,k__Bacteria;p__SC4,0.35734,0.31364116,0.0,0.35734,2.0,-0.20904267
k__Bacteria;p__WPS-2,k__Bacteria;p__Tenericutes,0.35734,0.10073817,0.0,0.35734,2.0,0.50655884
k__Bacteria;p__WS2,k__Bacteria;p__Bacteroidetes,0.35734,0.051478088,0.0,0.35734,2.0,0.55304784
k__Bacteria;p__WS4,k__Bacteria;p__Bacteroidetes,0.35734,0.35680047,0.0,0.35734,2.0,-0.02322831
k__Bacteria;p__WS4,k__Bacteria;p__SC4,0.35734,0.32810515,0.0,0.35734,2.0,-0.17098205
k__Bacteria;p__WS4,k__Bacteria;p__WPS-2,0.35734,-0.16698202,0.0,0.35734,2.0,0.7241008
Richness_Avg,k__Bacteria;p__Chlorobi,0.35734,0.30303648,0.0,0.35734,2.0,-0.23303118
Richness_Avg,k__Bacteria;p__WS2,0.35734,-0.006717086,0.0,0.35734,2.0,0.60337144
PD_Avg,k__Archaea;p__Crenarchaeota,0.35734,0.29349267,0.0,0.35734,2.0,-0.2526803
Temperature,k__Bacteria;p__Cyanobacteria,0.35734,0.12741382,0.0,0.35734,2.0,-0.4795062
OrganicMatter_500,k__Bacteria;p__Cyanobacteria,0.35734,0.2445671,0.0,0.35734,2.0,0.33581677
OrganicMatter_500,k__Bacteria;p__Elusimicrobia,0.35734,0.25387278,0.0,0.35734,2.0,0.32166323
OrganicMatter_500,k__Bacteria;p__SBR1093,0.35734,0.2859202,0.0,0.35734,2.0,-0.26724482
NH4N.ppm,k__Bacteria;p__Chloroflexi,0.35734,0.3359028,0.0,0.35734,2.0,-0.14641452
pH,k__Bacteria;p__Proteobacteria,0.35734,0.23292167,0.0,0.35734,2.0,-0.35272983
pH,k__Bacteria;p__TM6,0.35734,0.3411803,0.0,0.35734,2.0,-0.12712088
pH,k__Bacteria;p__Tenericutes,0.35734,0.30729064,0.0,0.35734,2.0,-0.22371714
Ca_ppm,k__Bacteria;p__Chloroflexi,0.35734,0.30546233,0.0,0.35734,2.0,-0.22776671
Mg_ppm,k__Bacteria;p__Fusobacteria,0.35734,0.27105847,0.0,0.35734,2.0,0.2937372
Fe_ppm,k__Bacteria;p__Spirochaetes,0.35734,0.35264215,0.0,0.35734,2.0,0.068540834
Iron_ppm,k__Archaea;p__Euryarchaeota,0.35734,0.062084198,0.0,0.35734,2.0,0.5433745
Iron_ppm,k__Bacteria;p__LD1,0.35734,0.2027508,0.0,0.35734,2.0,-0.39317834
k__Bacteria;p__BRC1,k__Archaea;p__Euryarchaeota,0.35686,0.19727847,0.0,0.35686,2.0,-0.3994766
k__Bacteria;p__Chlamydiae,k__Archaea;p__Crenarchaeota,0.35686,0.27990854,0.0,0.35686,2.0,-0.2774013
k__Bacteria;p__Chlamydiae,k__Archaea;p__[Parvarchaeota],0.35686,0.33307108,0.0,0.35686,2.0,-0.15423657
k__Bacteria;p__Chlamydiae,k__Bacteria;p__,0.35686,0.110402375,0.0,0.35686,2.0,0.496445
k__Bacteria;p__Chlorobi,k__Bacteria;p__Actinobacteria,0.35686,0.2526165,0.0,0.35686,2.0,0.32286763
k__Bacteria;p__Cyanobacteria,k__Bacteria;p__,0.35686,0.21949339,0.0,0.35686,2.0,-0.37063003
k__Bacteria;p__Elusimicrobia,k__Archaea;p__Crenarchaeota,0.35686,-0.026919037,0.0,0.35686,2.0,0.619499
k__Bacteria;p__Elusimicrobia,k__Bacteria;p__AD3,0.35686,0.30662838,0.0,0.35686,2.0,-0.22412413
k__Bacteria;p__Elusimicrobia,k__Bacteria;p__Armatimonadetes,0.35686,0.35668993,0.0,0.35686,2.0,-0.013041535
k__Bacteria;p__FBP,k__Archaea;p__Crenarchaeota,0.35686,0.25010383,0.0,0.35686,2.0,-0.32673565
k__Bacteria;p__FCPU426,k__Archaea;p__Euryarchaeota,0.35686,0.27560768,0.0,0.35686,2.0,-0.28504795
k__Bacteria;p__FCPU426,k__Archaea;p__[Parvarchaeota],0.35686,0.23400027,0.0,0.35686,2.0,-0.35051355
k__Bacteria;p__FCPU426,k__Bacteria;p__,0.35686,0.3123052,0.0,0.35686,2.0,0.21108006
k__Bacteria;p__FCPU426,k__Bacteria;p__Chloroflexi,0.35686,0.294101,0.0,0.35686,2.0,0.2505175
k__Bacteria;p__FCPU426,k__Bacteria;p__Cyanobacteria,0.35686,0.24070647,0.0,0.35686,2.0,-0.34081304
k__Bacteria;p__FCPU426,k__Bacteria;p__FBP,0.35686,0.35597017,0.0,0.35686,2.0,0.029830199
k__Bacteria;p__Firmicutes,k__Bacteria;p__Chlamydiae,0.35686,0.32611194,0.0,0.35686,2.0,0.17535129
k__Bacteria;p__Firmicutes,k__Bacteria;p__Chloroflexi,0.35686,0.34828934,0.0,0.35686,2.0,0.092577964
k__Bacteria;p__Fusobacteria,k__Archaea;p__Euryarchaeota,0.35686,0.265011,0.0,0.35686,2.0,0.30306602
k__Bacteria;p__GN02,k__Bacteria;p__BRC1,0.35686,0.25671098,0.0,0.35686,2.0,-0.31646332
k__Bacteria;p__GN02,k__Bacteria;p__Chlorobi,0.35686,0.13859296,0.0,0.35686,2.0,-0.4671906
k__Bacteria;p__GOUTA4,k__Bacteria;p__Chlamydiae,0.35686,0.21588515,0.0,0.35686,2.0,0.3754662
k__Bacteria;p__Gemmatimonadetes,k__Bacteria;p__,0.35686,0.25042373,0.0,0.35686,2.0,0.32624575
k__Bacteria;p__Gemmatimonadetes,k__Bacteria;p__Chloroflexi,0.35686,-0.076786995,0.0,0.35686,2.0,0.6585188
k__Bacteria;p__LD1,k__Bacteria;p__,0.35686,0.217702,0.0,0.35686,2.0,0.3730389
k__Bacteria;p__LD1,k__Bacteria;p__Fusobacteria,0.35686,0.34662095,0.0,0.35686,2.0,0.10118826
k__Bacteria;p__NKB19,k__Archaea;p__Euryarchaeota,0.35686,0.3118065,0.0,0.35686,2.0,-0.21225813
k__Bacteria;p__NKB19,k__Bacteria;p__BHI80-139,0.35686,0.3420983,0.0,0.35686,2.0,0.121497795
k__Bacteria;p__NKB19,k__Bacteria;p__Chloroflexi,0.35686,0.19085984,0.0,0.35686,2.0,0.4074312
k__Bacteria;p__NKB19,k__Bacteria;p__FBP,0.35686,0.35611,0.0,0.35686,2.0,-0.027386477
k__Bacteria;p__OD1,k__Archaea;p__Crenarchaeota,0.35686,0.34631202,0.0,0.35686,2.0,-0.10270343
k__Bacteria;p__OD1,k__Bacteria;p__,0.35686,0.1623306,0.0,0.35686,2.0,0.44105488
k__Bacteria;p__OD1,k__Bacteria;p__Cyanobacteria,0.35686,0.30247355,0.0,0.35686,2.0,-0.23320909
k__Bacteria;p__OD1,k__Bacteria;p__Fibrobacteres,0.35686,0.14671144,0.0,0.35686,2.0,-0.45841965
k__Bacteria;p__OP11,k__Archaea;p__Euryarchaeota,0.35686,0.12030059,0.0,0.35686,2.0,-0.48637375
k__Bacteria;p__OctSpA1-106,k__Archaea;p__Crenarchaeota,0.35686,0.146041,0.0,0.35686,2.0,-0.4591503
k__Bacteria;p__OctSpA1-106,k__Archaea;p__Euryarchaeota,0.35686,0.18179747,0.0,0.35686,2.0,-0.41840476
k__Bacteria;p__OctSpA1-106,k__Bacteria;p__BRC1,0.35686,0.26318395,0.0,0.35686,2.0,0.30606544
k__Bacteria;p__Proteobacteria,k__Bacteria;p__Armatimonadetes,0.35686,0.08725166,0.0,0.35686,2.0,0.51923823
k__Bacteria;p__Proteobacteria,k__Bacteria;p__OP11,0.35686,0.20457418,0.0,0.35686,2.0,0.39023817
k__Bacteria;p__SBR1093,k__Bacteria;p__,0.35686,-0.039216906,0.0,0.35686,2.0,0.62934643
k__Bacteria;p__SBR1093,k__Bacteria;p__FBP,0.35686,0.33683082,0.0,0.35686,2.0,0.14152455
k__Bacteria;p__SC4,k__Archaea;p__Euryarchaeota,0.35686,0.34838998,0.0,0.35686,2.0,0.09203274
k__Bacteria;p__SC4,k__Bacteria;p__AD3,0.35686,0.32484642,0.0,0.35686,2.0,-0.17892341
k__Bacteria;p__SC4,k__Bacteria;p__Cyanobacteria,0.35686,0.23323484,0.0,0.35686,2.0,0.35160372
k__Bacteria;p__SC4,k__Bacteria;p__OP3,0.35686,0.18054323,0.0,0.35686,2.0,0.41990092
k__Bacteria;p__Spirochaetes,k__Bacteria;p__,0.35686,0.3300113,0.0,0.35686,2.0,-0.16385576
k__Bacteria;p__Spirochaetes,k__Bacteria;p__BRC1,0.35686,0.26178557,0.0,0.35686,2.0,-0.30834144
k__Bacteria;p__Spirochaetes,k__Bacteria;p__Chlorobi,0.35686,0.2195728,0.0,0.35686,2.0,-0.3705229
k__Bacteria;p__TM6,k__Bacteria;p__FBP,0.35686,-0.34126887,0.0,0.35686,2.0,0.83554107
k__Bacteria;p__TM6,k__Bacteria;p__SBR1093,0.35686,0.35299507,0.0,0.35686,2.0,0.062168606
k__Bacteria;p__TM7,k__Archaea;p__Euryarchaeota,0.35686,0.14874747,0.0,0.35686,2.0,-0.45619354
k__Bacteria;p__TM7,k__Bacteria;p__Chlamydiae,0.35686,0.24358943,0.0,0.35686,2.0,0.33655694
k__Bacteria;p__TM7,k__Bacteria;p__Fibrobacteres,0.35686,-0.20509204,0.0,0.35686,2.0,0.7496346
k__Bacteria;p__TM7,k__Bacteria;p__OP11,0.35686,0.04872921,0.0,0.35686,2.0,0.5550953
k__Bacteria;p__TM7,k__Bacteria;p__Proteobacteria,0.35686,0.2576235,0.0,0.35686,2.0,0.31501827
k__Bacteria;p__Tenericutes,k__Bacteria;p__LD1,0.35686,0.3019834,0.0,0.35686,2.0,0.23425761
k__Bacteria;p__Tenericutes,k__Bacteria;p__SC4,0.35686,0.2272063,0.0,0.35686,2.0,-0.36007458
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__Gemmatimonadetes,0.35686,0.32112518,0.0,0.35686,2.0,0.1890366
k__Bacteria;p__WPS-2,k__Bacteria;p__Elusimicrobia,0.35686,0.18909897,0.0,0.35686,2.0,-0.40958643
k__Bacteria;p__WPS-2,k__Bacteria;p__FCPU426,0.35686,-0.057704568,0.0,0.35686,2.0,0.6438669
k__Bacteria;p__WPS-2,k__Bacteria;p__Firmicutes,0.35686,0.20000002,0.0,0.35686,2.0,0.39605555
k__Bacteria;p__WPS-2,k__Bacteria;p__NKB19,0.35686,0.35566735,0.0,0.35686,2.0,0.034534987
k__Bacteria;p__WPS-2,k__Bacteria;p__OP11,0.35686,0.2241915,0.0,0.35686,2.0,0.3642369
k__Bacteria;p__WS1,k__Bacteria;p__FCPU426,0.35686,0.23129387,0.0,0.35686,2.0,-0.35435313
k__Bacteria;p__WS1,k__Bacteria;p__Firmicutes,0.35686,0.26479948,0.0,0.35686,2.0,-0.30341476
k__Bacteria;p__WS1,k__Bacteria;p__Gemmatimonadetes,0.35686,0.3319895,0.0,0.35686,2.0,-0.15770392
k__Bacteria;p__WS1,k__Bacteria;p__OD1,0.35686,0.23392865,0.0,0.35686,2.0,-0.35061568
k__Bacteria;p__WS2,k__Bacteria;p__Cyanobacteria,0.35686,0.30251548,0.0,0.35686,2.0,-0.23311915
k__Bacteria;p__WS2,k__Bacteria;p__Spirochaetes,0.35686,0.30335134,0.0,0.35686,2.0,0.23131944
k__Bacteria;p__WS3,k__Bacteria;p__Gemmatimonadetes,0.35686,-0.081825644,0.0,0.35686,2.0,0.6623335
k__Bacteria;p__WS4,k__Archaea;p__Euryarchaeota,0.35686,0.27083355,0.0,0.35686,2.0,-0.29330266
k__Bacteria;p__WS4,k__Bacteria;p__,0.35686,0.32731935,0.0,0.35686,2.0,0.17187399
k__Bacteria;p__WS4,k__Bacteria;p__OP3,0.35686,0.3358666,0.0,0.35686,2.0,0.14489105
k__Bacteria;p__WS4,k__Bacteria;p__Spirochaetes,0.35686,0.35650033,0.0,0.35686,2.0,-0.0189657
k__Bacteria;p__WS4,k__Bacteria;p__WS2,0.35686,0.31645536,0.0,0.35686,2.0,-0.20100904
k__Bacteria;p__WS5,k__Bacteria;p__Chlorobi,0.35686,0.25976032,0.0,0.35686,2.0,-0.31160825
k__Bacteria;p__WS5,k__Bacteria;p__Chloroflexi,0.35686,0.008652419,0.0,0.35686,2.0,0.59009117
k__Bacteria;p__WS5,k__Bacteria;p__LD1,0.35686,0.31100368,0.0,0.35686,2.0,0.21414088
k__Bacteria;p__WS5,k__Bacteria;p__OctSpA1-106,0.35686,0.3453303,0.0,0.35686,2.0,0.10737655
k__Bacteria;p__WS5,k__Bacteria;p__WS2,0.35686,0.17862962,0.0,0.35686,2.0,0.4221734
k__Bacteria;p__[Caldithrix],k__Bacteria;p__Bacteroidetes,0.35686,0.03155458,0.0,0.35686,2.0,0.57035553
k__Bacteria;p__[Caldithrix],k__Bacteria;p__Chlamydiae,0.35686,-0.14343801,0.0,0.35686,2.0,0.7073175
k__Bacteria;p__[Caldithrix],k__Bacteria;p__FCPU426,0.35686,0.10037124,0.0,0.35686,2.0,0.5064472
k__Bacteria;p__[Caldithrix],k__Bacteria;p__NKB19,0.35686,-0.111178905,0.0,0.35686,2.0,0.6841337
k__Bacteria;p__[Caldithrix],k__Bacteria;p__OP3,0.35686,0.16030334,0.0,0.35686,2.0,0.44334713
k__Bacteria;p__[Caldithrix],k__Bacteria;p__OctSpA1-106,0.35686,0.34907442,0.0,0.35686,2.0,0.0882359
k__Bacteria;p__[Caldithrix],k__Bacteria;p__SBR1093,0.35686,0.118236765,0.0,0.35686,2.0,0.4884908
k__Bacteria;p__[Caldithrix],k__Bacteria;p__Spirochaetes,0.35686,0.050459564,0.0,0.35686,2.0,0.5535345
Richness_Avg,k__Bacteria;p__SBR1093,0.35686,0.14102921,0.0,0.35686,2.0,0.46457595
Richness_Avg,k__Bacteria;p__Spirochaetes,0.35686,0.3564367,0.0,0.35686,2.0,0.020574743
Richness_Avg,k__Bacteria;p__WS5,0.35686,0.1996403,0.0,0.35686,2.0,0.3965094
PD_Avg,k__Bacteria;p__Chlamydiae,0.35686,0.24163985,0.0,0.35686,2.0,0.33944094
PD_Avg,k__Bacteria;p__Cyanobacteria,0.35686,0.21442673,0.0,0.35686,2.0,-0.37740335
PD_Avg,k__Bacteria;p__GN02,0.35686,-0.12527642,0.0,0.35686,2.0,-0.69436044
PD_Avg,k__Bacteria;p__TM6,0.35686,0.19129239,0.0,0.35686,2.0,0.40690002
PD_Avg,Richness_Avg,0.35686,0.31119773,0.0,0.35686,2.0,-0.21368736
Temperature,k__Bacteria;p__Chlamydiae,0.35686,0.08825973,0.0,0.35686,2.0,0.5182666
Temperature,k__Bacteria;p__Elusimicrobia,0.35686,0.14031884,0.0,0.35686,2.0,-0.46533984
Temperature,k__Bacteria;p__GN02,0.35686,-0.11169237,0.0,0.35686,2.0,-0.68450886
Temperature,k__Bacteria;p__OP11,0.35686,-0.07397014,0.0,0.35686,2.0,0.65637654
Temperature,k__Bacteria;p__TM6,0.35686,0.21120282,0.0,0.35686,2.0,0.38165063
Temperature,Richness_Avg,0.35686,0.32676703,0.0,0.35686,2.0,-0.17347333
OrganicMatter_500,k__Bacteria;p__FCPU426,0.35686,0.30530655,0.0,0.35686,2.0,-0.22705384
OrganicMatter_500,k__Bacteria;p__Fibrobacteres,0.35686,0.22478433,0.0,0.35686,2.0,-0.3634222
OrganicMatter_500,k__Bacteria;p__NKB19,0.35686,0.32769135,0.0,0.35686,2.0,-0.17078839
OrganicMatter_500,k__Bacteria;p__OP3,0.35686,0.2956209,0.0,0.35686,2.0,0.2474654
OrganicMatter_500,k__Bacteria;p__WS4,0.35686,0.2451421,0.0,0.35686,2.0,-0.33424228
NO3N_ppm,k__Bacteria;p__WS1,0.35686,0.33404684,0.0,0.35686,2.0,-0.15104027
SulfateSulfur_ppm,k__Bacteria;p__Acidobacteria,0.35686,0.22590859,0.0,0.35686,2.0,-0.3618721
SulfateSulfur_ppm,k__Bacteria;p__Firmicutes,0.35686,0.18981639,0.0,0.35686,2.0,0.4087097
K_ppm,k__Bacteria;p__TM7,0.35686,0.21266612,0.0,0.35686,2.0,-0.3797287
Ca_ppm,k__Bacteria;p__BRC1,0.35686,0.28232354,0.0,0.35686,2.0,-0.2730137
Ca_ppm,k__Bacteria;p__Fibrobacteres,0.35686,0.2783386,0.0,0.35686,2.0,-0.2802167
Mg_ppm,k__Bacteria;p__Actinobacteria,0.35686,-0.012242615,0.0,0.35686,2.0,-0.60753816
Mg_ppm,k__Bacteria;p__Firmicutes,0.35686,0.31829685,0.0,0.35686,2.0,0.19637507
Mg_ppm,k__Bacteria;p__LD1,0.35686,0.059966356,0.0,0.35686,2.0,0.5448795
Mg_ppm,k__Bacteria;p__SC4,0.35686,-0.0073919,0.0,0.35686,2.0,0.60353285
Mg_ppm,k__Bacteria;p__WS4,0.35686,0.32180676,0.0,0.35686,2.0,0.18722513
Mg_ppm,k__Bacteria;p__[Caldithrix],0.35686,0.3553479,0.0,0.35686,2.0,0.038885783
Fe_ppm,k__Bacteria;p__Acidobacteria,0.35686,0.2614803,0.0,0.35686,2.0,-0.30883604
Fe_ppm,k__Bacteria;p__Actinobacteria,0.35686,0.2579524,0.0,0.35686,2.0,-0.3144958
Fe_ppm,k__Bacteria;p__Fibrobacteres,0.35686,0.34132114,0.0,0.35686,2.0,-0.12465496
Fe_ppm,k__Bacteria;p__Fusobacteria,0.35686,0.3497056,0.0,0.35686,2.0,0.08458368
Fe_ppm,k__Bacteria;p__WPS-2,0.35686,0.29657322,0.0,0.35686,2.0,0.24553369
Fe_ppm,k__Bacteria;p__WS4,0.35686,0.26290697,0.0,0.35686,2.0,0.3065176
Fe_ppm,k__Bacteria;p__[Caldithrix],0.35686,0.34599915,0.0,0.35686,2.0,-0.104215436
Fe_ppm,NO3N_ppm,0.35686,0.011074513,0.0,0.35686,2.0,0.5880353
Iron_ppm,k__Bacteria;p__Actinobacteria,0.35686,0.2777946,0.0,0.35686,2.0,0.28118572
Iron_ppm,k__Bacteria;p__Tenericutes,0.35686,0.30468205,0.0,0.35686,2.0,-0.22842497
Iron_ppm,k__Bacteria;p__WS5,0.35686,0.31391156,0.0,0.35686,2.0,-0.20724007
k__Bacteria;p__GAL15,k__Bacteria;p__Chloroflexi,0.3502,-0.337152,0.0,0.3502,2.0,0.82906693
k__Bacteria;p__GAL15,k__Bacteria;p__Cyanobacteria,0.3502,0.257513,0.0,0.3502,2.0,-0.30444542
k__Bacteria;p__NKB19,k__Bacteria;p__Lentisphaerae,0.3502,0.17890468,0.0,0.3502,2.0,0.41387838
k__Bacteria;p__OctSpA1-106,k__Bacteria;p__NC10,0.3502,-0.005734116,0.0,0.3502,2.0,0.59660214
k__Bacteria;p__TM6,k__Bacteria;p__NC10,0.3502,0.33127952,0.0,0.3502,2.0,0.13755172
k__Bacteria;p__WS2,k__Bacteria;p__GAL15,0.3502,-0.04615712,0.0,0.3502,2.0,0.629569
k__Bacteria;p__WWE1,k__Bacteria;p__Planctomycetes,0.3502,0.041805834,0.0,0.3502,2.0,0.5553325
Richness_Avg,k__Bacteria;p__GAL15,0.3502,-0.4692967,0.0,0.3502,2.0,0.90526056
OrganicMatter_500,k__Bacteria;p__PAUC34f,0.3502,0.006890863,0.0,0.3502,2.0,0.5859259
Mg_ppm,k__Bacteria;p__GAL15,0.3502,-0.41187388,0.0,0.3502,2.0,0.87296844
NH4N.ppm,k__Bacteria;p__GN02,0.34295,0.31969658,0.0,0.34295,2.0,0.15249072
k__Bacteria;p__GN04,k__Bacteria;p__Elusimicrobia,0.31976,0.2262841,0.0,0.31976,2.0,-0.30573827
k__Bacteria;p__GOUTA4,k__Bacteria;p__Elusimicrobia,0.31976,0.27406192,0.0,0.31976,2.0,-0.21377108
k__Bacteria;p__GOUTA4,k__Bacteria;p__Firmicutes,0.31976,0.09846024,0.0,0.31976,2.0,0.47042507
k__Bacteria;p__Gemmatimonadetes,k__Bacteria;Other,0.31976,0.2443304,0.0,0.31976,2.0,0.2746445
k__Bacteria;p__Proteobacteria,k__Bacteria;p__GN04,0.31976,0.29179776,0.0,0.31976,2.0,0.16721918
k__Bacteria;p__WS2,k__Bacteria;p__Chloroflexi,0.31976,-0.1306242,0.0,0.31976,2.0,0.6711067
k__Bacteria;p__WS2,k__Bacteria;p__OD1,0.31976,0.19519421,0.0,0.31976,2.0,0.35293877
Richness_Avg,k__Bacteria;Other,0.31976,0.29441422,0.0,0.31976,2.0,0.15920359
NH4N.ppm,k__Bacteria;p__BHI80-139,0.31976,0.319758,0.0,0.31976,2.0,-0.0014123627
NH4N.ppm,k__Bacteria;p__FCPU426,0.31976,0.30396172,0.0,0.31976,2.0,-0.12569116
SulfateSulfur_ppm,pH,0.31976,0.2507092,0.0,0.31976,2.0,-0.26277518
K_ppm,OrganicMatter_500,0.31976,0.2622437,0.0,0.31976,2.0,0.23982556
k__Bacteria;p__Lentisphaerae,k__Bacteria;p__BHI80-139,0.31668,0.3121726,0.0,0.31668,2.0,-0.06713734
k__Bacteria;p__[Caldithrix],k__Bacteria;p__WS3,0.31668,0.099356145,0.0,0.31668,2.0,0.4661801
SulfateSulfur_ppm,k__Bacteria;p__Lentisphaerae,0.31668,0.255738,0.0,0.31668,2.0,-0.2468644
k__Bacteria;p__WS3,k__Bacteria;p__GOUTA4,0.31405,-0.04363036,0.0,0.31405,2.0,0.5980638
k__Bacteria;p__BRC1,k__Bacteria;p__AD3,0.31083,0.28724775,0.0,0.31083,2.0,-0.15356514
k__Bacteria;p__WS3,k__Bacteria;p__Chloroflexi,0.31083,0.038368016,0.0,0.31083,2.0,0.5219789
k__Bacteria;p__GOUTA4,k__Bacteria;p__,0.29684,0.08489871,0.0,0.29684,2.0,0.46037084
k__Bacteria;p__Nitrospirae,k__Bacteria;p__,0.29684,0.17815238,0.0,0.29684,2.0,0.3445107
k__Bacteria;p__SBR1093,k__Bacteria;p__GN04,0.29684,0.17274642,0.0,0.29684,2.0,0.3522692
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__BHI80-139,0.29684,0.2841273,0.0,0.29684,2.0,-0.112750724
k__Bacteria;p__WS2,k__Bacteria;p__GOUTA4,0.29684,0.063374266,0.0,0.29684,2.0,0.48318294
k__Bacteria;p__WS2,k__Bacteria;p__Nitrospirae,0.29684,-0.05337903,0.0,0.29684,2.0,0.59179306
NH4N.ppm,k__Bacteria;p__Firmicutes,0.29684,0.27818242,0.0,0.29684,2.0,-0.13659279
NH4N.ppm,k__Bacteria;p__[Caldithrix],0.29684,0.29205123,0.0,0.29684,2.0,-0.069201
NH4N.ppm,OrganicMatter_500,0.29684,0.0056423843,0.0,0.29684,2.0,0.5396273
SulfateSulfur_ppm,k__Archaea;p__Crenarchaeota,0.29684,0.258211,0.0,0.29684,2.0,0.19654267
SulfateSulfur_ppm,k__Archaea;p__[Parvarchaeota],0.29684,0.2700603,0.0,0.29684,2.0,-0.16364509
SulfateSulfur_ppm,k__Bacteria;p__Actinobacteria,0.29684,-0.24479169,0.0,0.29684,2.0,-0.7359563
SulfateSulfur_ppm,k__Bacteria;p__Cyanobacteria,0.29684,0.29092672,0.0,0.29684,2.0,-0.076897874
SulfateSulfur_ppm,k__Bacteria;p__LD1,0.29684,-0.11463031,0.0,0.29684,2.0,0.6414595
SulfateSulfur_ppm,k__Bacteria;p__[Caldithrix],0.29684,0.2962985,0.0,0.29684,2.0,-0.02327051
K_ppm,k__Bacteria;p__GN02,0.29684,-0.1360105,0.0,0.29684,2.0,0.65791374
Mg_ppm,k__Bacteria;p__WS2,0.29684,-0.08613059,0.0,0.29684,2.0,0.6188462
k__Bacteria;p__,k__Bacteria;Other,0.29518,0.14161779,0.0,0.29518,2.0,0.39187014
k__Bacteria;p__BHI80-139,k__Bacteria;Other,0.29518,0.27029476,0.0,0.29518,2.0,0.15775055
k__Bacteria;p__Bacteroidetes,k__Bacteria;Other,0.29518,-0.03625536,0.0,0.29518,2.0,0.5757042
k__Bacteria;p__Chloroflexi,k__Bacteria;Other,0.29518,0.22431286,0.0,0.29518,2.0,0.26620883
k__Bacteria;p__Cyanobacteria,k__Bacteria;Other,0.28103,0.2171193,0.0,0.28103,2.0,-0.25280565
k__Bacteria;p__NC10,k__Bacteria;p__AD3,0.28103,0.24329947,0.0,0.28103,2.0,0.19424348
k__Bacteria;p__OP3,k__Bacteria;Other,0.28103,-0.15375948,0.0,0.28103,2.0,0.6593857
k__Bacteria;p__WS1,k__Bacteria;p__PAUC34f,0.28103,0.24184895,0.0,0.28103,2.0,-0.19794203
k__Bacteria;p__WS2,k__Bacteria;Other,0.28103,0.20634091,0.0,0.28103,2.0,0.27329305
k__Bacteria;p__WS5,k__Bacteria;Other,0.28103,-0.20516065,0.0,0.28103,2.0,0.69727373
OrganicMatter_500,k__Bacteria;Other,0.28103,0.27932554,0.0,0.28103,2.0,0.041285172
Mg_ppm,k__Bacteria;Other,0.28103,0.261572,0.0,0.28103,2.0,0.13949192
k__Bacteria;p__WS3,k__Bacteria;p__Actinobacteria,0.27042,-0.13390243,0.0,0.27042,2.0,-0.63586354
k__Bacteria;p__,k__Archaea;p__Euryarchaeota,0.26866,-0.06515154,0.0,0.26866,2.0,-0.5777643
