X var	Y var	MIC (strength)	MIC-p^2 (nonlinearity)	MAS (non-monotonicity)	MEV (functionality)	MCN (complexity)	Linear regression (p)	rawp	BH	BY
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae	k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__	1	0.96142745	0	1	2	0.196399	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	1	0.040994823	0	1	2	0.9792881	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	1	0.3957917	0	1	2	0.77730834	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__	k__Bacteria;p__Chlamydiae;c__Chlamydiia;Other;Other	1	0.039181232	0	1	2	0.98021364	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales;f__Ardenscatenaceae	1	0.013883829	0	1	2	0.9930338	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SHA-31	k__Bacteria;p__Acidobacteria;c__RB25;o__;f__	1	0.21477431	0	1	2	0.8861296	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SHA-31	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	1	0.5881272	0	1	2	0.64177316	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__pLW-97;f__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cryptosporangiaceae	1	0.94419706	0	1	2	0.23622648	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__pLW-97;f__	k__Bacteria;p__Chlorobi;c__BSV26;o__VC38;f__	1	0.18156326	0	1	2	0.90467495	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__	k__Bacteria;p__Acidobacteria;c__S035;o__;f__	1	0.27762997	0	1	2	0.84992355	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__	k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__	1	0.86307347	0	1	2	0.37003583	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae	1	0.33701813	0	1	2	0.814237	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other;Other	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;Other	1	0.17929894	0	1	2	0.9059255	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__FFCH4570	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	1	0.58475137	0	1	2	-0.6443979	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Elusimicrobia;c__4-29;o__;f__	k__Bacteria;p__Acidobacteria;c__TM1;o__;f__	1	0.9579693	0	1	2	-0.20501389	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb;f__	k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae	1	0.7646563	0	1	2	0.48512235	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	k__Bacteria;p__Armatimonadetes;c__SJA-176;o__RB046;f__	1	0.65561986	0	1	2	0.5868391	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	k__Bacteria;p__Armatimonadetes;c__SJA-176;o__TP122;f__	1	0.738168	0	1	2	0.5116952	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae]	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cryptosporangiaceae	1	0.74783605	0	1	2	0.5021593	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae]	k__Bacteria;p__Chlorobi;c__BSV26;o__VC38;f__	1	0.90328723	0	1	2	0.3109868	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae]	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__pLW-97;f__	1	0.6169648	0	1	2	0.6188984	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__LD1;c__;o__;f__	k__Bacteria;p__Acidobacteria;c__S035;o__;f__	1	0.06157607	0	1	2	0.9687228	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__LD1;c__;o__;f__	k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__	1	0.52188677	0	1	2	0.69145733	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__LD1;c__;o__;f__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae	1	0.52294457	0	1	2	0.690692	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__LD1;c__;o__;f__	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__	1	0.37856406	0	1	2	0.7883121	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__NC10;c__wb1-A12;o__;f__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	1	0.26519495	0	1	2	0.8572077	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__NC10;c__wb1-A12;o__;f__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	1	0.5291064	0	1	2	0.6862169	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__NC10;c__wb1-A12;o__;f__	k__Bacteria;p__Chlamydiae;c__Chlamydiia;Other;Other	1	0.26344997	0	1	2	0.8582249	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__NC10;c__wb1-A12;o__;f__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales;f__Ardenscatenaceae	1	0.24293631	0	1	2	0.87009406	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__NC10;c__wb1-A12;o__;f__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__	1	0.21177709	0	1	2	0.8878192	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__4-29	k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;Other;Other	1	0.7487711	0	1	2	0.50122744	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__4-29	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100;f__	1	0.12435442	0	1	2	0.93575937	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__4-29	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__	1	0.4942699	0	1	2	0.711147	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	1	0.064444184	0	1	2	0.96724135	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	1	0.48957813	0	1	2	0.71443814	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	k__Bacteria;p__Chlamydiae;c__Chlamydiia;Other;Other	1	0.080450356	0	1	2	0.9589315	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales;f__Ardenscatenaceae	1	0.06701863	0	1	2	0.9659096	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__	1	0.07107377	0	1	2	0.9638082	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	k__Bacteria;p__NC10;c__wb1-A12;o__;f__	1	0.34078622	0	1	2	0.8119198	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae]	k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__RB40	1	0.46481448	0	1	2	0.73156375	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__OD1;c__;o__;f__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	1	0.11834365	0	1	2	0.93896556	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__OD1;c__;o__;f__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	1	0.23446667	0	1	2	0.8749476	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__OD1;c__;o__;f__	k__Bacteria;p__Chlamydiae;c__Chlamydiia;Other;Other	1	0.13301349	0	1	2	0.9311211	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__OD1;c__;o__;f__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales;f__Ardenscatenaceae	1	0.0983569	0	1	2	0.9495489	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__OD1;c__;o__;f__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__	1	0.075129986	0	1	2	0.96170163	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__OD1;c__;o__;f__	k__Bacteria;p__NC10;c__wb1-A12;o__;f__	1	0.3211673	0	1	2	0.82391304	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__OD1;c__;o__;f__	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	1	0.13833511	0	1	2	0.9282591	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Planctomycetes;c__OM190;o__;f__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	1	0.21748054	0	1	2	0.8846013	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;Other;Other	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;Other	1	0.4763131	0	1	2	0.72366214	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;Other;Other	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other;Other	1	0.43285656	0	1	2	0.75308925	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CCM11a;f__	k__Bacteria;p__Acidobacteria;c__DA052;o__E29;f__	1	0.19721544	0	1	2	0.89598244	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;Other	k__Bacteria;p__Acidobacteria;c__DA052;o__E29;f__	1	0.08737701	0	1	2	0.955313	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;Other	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CCM11a;f__	1	0.16771513	0	1	2	0.9122965	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70;f__	k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;Other;Other	1	0.20573771	0	1	2	0.89121395	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70;f__	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100;f__	1	0.7389097	0	1	2	0.51096994	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70;f__	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__	1	0.9831045	0	1	2	0.1299827	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70;f__	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__4-29	1	0.74063516	0	1	2	0.5092787	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Planctomycetes;c__Pla4;o__;f__	k__Bacteria;p__Acidobacteria;c__RB25;o__;f__	1	0.19581223	0	1	2	0.8967652	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Planctomycetes;c__Pla4;o__;f__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	1	0.67239213	0	1	2	0.5723704	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Planctomycetes;c__Pla4;o__;f__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SHA-31	1	0.26561075	0	1	2	0.8569651	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__	k__Bacteria;p__Planctomycetes;c__[Brocadiae];o__Brocadiales;f__Brocadiaceae	1	0.32603794	0	1	2	0.82095194	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329;f__	1	0.3575483	0	1	2	0.80153084	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cryptosporangiaceae	1	0.9413138	0	1	2	0.24225235	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	k__Bacteria;p__Chlorobi;c__BSV26;o__VC38;f__	1	0.89545846	0	1	2	0.32332882	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__pLW-97;f__	1	0.6723515	0	1	2	0.57240593	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae]	1	0.17338592	0	1	2	0.9091832	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Leptospirillaceae]	1	0.98915184	0	1	2	0.10415438	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;Other	k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;Other;Other	1	0.4298969	0	1	2	0.75505173	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;Other	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100;f__	1	0.3128432	0	1	2	0.8289492	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;Other	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__	1	0.63404155	0	1	2	0.604945	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;Other	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__4-29	1	0.2435857	0	1	2	0.8697208	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;Other	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70;f__	1	0.3599338	0	1	2	0.8000414	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;Other	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae	1	0.5015125	0	1	2	0.70603645	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	k__Bacteria;p__Acidobacteria;c__S035;o__;f__	1	0.56036216	0	1	2	0.6630519	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__	1	0.29873866	0	1	2	0.8374135	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae	1	0.8270951	0	1	2	0.41581836	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__	1	0.52010953	0	1	2	0.6927413	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	k__Bacteria;p__LD1;c__;o__;f__	1	0.394158	0	1	2	0.7783585	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	1	0.11884016	0	1	2	0.93870115	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	1	0.60134625	0	1	2	0.63139033	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae	k__Bacteria;p__Chlamydiae;c__Chlamydiia;Other;Other	1	0.13255835	0	1	2	0.9313655	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales;f__Ardenscatenaceae	1	0.13374978	0	1	2	0.93072563	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__	1	0.17604578	0	1	2	0.90771925	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae	k__Bacteria;p__NC10;c__wb1-A12;o__;f__	1	0.500796	0	1	2	0.7065437	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	1	0.0684368	0	1	2	0.9651752	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae	k__Bacteria;p__OD1;c__;o__;f__	1	0.20527864	0	1	2	0.89147145	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;Other	k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;Other;Other	1	0.2826864	0	1	2	0.8469437	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;Other	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100;f__	1	0.48236632	0	1	2	0.71946764	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;Other	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__	1	0.89754164	0	1	2	0.3200912	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;Other	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__4-29	1	0.44127208	0	1	2	0.74748105	0.000259948	0.00699946939130435	0.0669907271127364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;Other	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70;f__	1	0.30685258	0	1	2	0.83255476	0.000259948	0.00699946939130435	0.0669907271127364
