X var	Y var	MIC (strength)	MIC-p^2 (nonlinearity)	MAS (non-monotonicity)	MEV (functionality)	MCN (complexity)	Linear regression (p)	rawp	BH	BY
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22	k__Bacteria;p__Armatimonadetes;c__SHA-37	0.55772	0.4550478	0	0.55772	2	0.32042503	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Chlorobi;c__SJA-28	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	0.55772	0.5381373	0	0.55772	2	0.1399381	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Chlorobi;c__SJA-28	k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22	0.55772	0.28468493	0	0.55772	2	0.5225276	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Elusimicrobia;c__Endomicrobia	k__Bacteria;p__Armatimonadetes;c__SHA-37	0.55772	0.33462742	0	0.55772	2	0.4723268	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__FBP;c__	k__Bacteria;p__Armatimonadetes;c__OPB50	0.55772	0.4284079	0	0.55772	2	-0.35959992	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__FBP;c__	k__Bacteria;p__Chlorobi;c__SJA-28	0.55772	0.51686555	0	0.55772	2	0.2021248	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__NKB19;c__TSBW08	k__Bacteria;p__Bacteroidetes;Other	0.55772	0.4556389	0	0.55772	2	0.31950137	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__NKB19;c__TSBW08	k__Bacteria;p__Chloroflexi;Other	0.55772	0.28612685	0	0.55772	2	0.521146	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__NKB19;c__TSBW08	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria	0.55772	0.06059879	0	0.55772	2	0.70506823	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__NKB19;c__TSBW08	k__Bacteria;p__Chloroflexi;c__SAR202	0.55772	-0.14579207	0	0.55772	2	0.83875626	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__OD1;c__ABY1	k__Bacteria;p__Chlorobi;c__SJA-28	0.55772	0.5215591	0	0.55772	2	0.1901601	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Planctomycetes;c__BD7-11	k__Bacteria;p__Acidobacteria;c__AT-s2-57	0.55772	-0.35950667	0	0.55772	2	0.9577195	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Planctomycetes;c__Pla3	k__Bacteria;p__Chlorobi;c__SJA-28	0.55772	0.47490007	0	0.55772	2	0.28778452	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Planctomycetes;c__Pla4	k__Bacteria;p__Planctomycetes;c__BD7-11	0.55772	0.277603	0	0.55772	2	0.5292608	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Planctomycetes;c__Planctomycetia	k__Bacteria;p__Chlorobi;c__SJA-28	0.55772	0.4144364	0	0.55772	2	0.3785282	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Proteobacteria;c__	k__Bacteria;p__Acidobacteria;c__RB25	0.55772	0.53581554	0	0.55772	2	0.14800161	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Proteobacteria;c__	k__Bacteria;p__Acidobacteria;c__iii1-8	0.55772	0.12632206	0	0.55772	2	0.6568089	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Proteobacteria;c__	k__Bacteria;p__Planctomycetes;c__Pla4	0.55772	0.5528227	0	0.55772	2	0.0699808	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	k__Bacteria;p__Chloroflexi;c__TK10	0.55772	-0.04123676	0	0.55772	2	0.773923	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	k__Bacteria;p__Acidobacteria;c__Solibacteres	0.55772	0.55772	0	0.55772	2	-6.617003e-05	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes	0.55772	-0.2479024	0	0.55772	2	0.8975647	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	k__Bacteria;p__Acidobacteria;c__Acidobacteriia	0.55772	0.5511589	0	0.55772	2	0.081000656	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	k__Bacteria;p__Bacteroidetes;c__SM1A07	0.55772	0.30808586	0	0.55772	2	0.49963403	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	k__Bacteria;p__Chlorobi;c__Ignavibacteria	0.55772	0.5561996	0	0.55772	2	0.038992368	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__TM6;c__SBRH58	k__Bacteria;p__Acidobacteria;c__Solibacteres	0.55772	0.05909416	0	0.55772	2	0.70613444	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__TM6;c__SBRH58	k__Bacteria;p__Acidobacteria;c__iii1-8	0.55772	0.45935565	0	0.55772	2	0.3136309	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__TM6;c__SBRH58	k__Bacteria;p__OD1;c__	0.55772	0.1261603	0	0.55772	2	0.65693206	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__TM6;c__SBRH58	k__Bacteria;p__Proteobacteria;c__	0.55772	0.5129958	0	0.55772	2	0.21148099	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	k__Bacteria;p__Chlorobi;c__SJA-28	0.55772	0.50540566	0	0.55772	2	0.22872326	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__WS3;c__PRR-12	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria	0.55772	0.016024888	0	0.55772	2	0.7359994	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__WS3;c__PRR-12	k__Bacteria;p__Planctomycetes;c__ODP123	0.55772	0.26202238	0	0.55772	2	0.54378086	0.04239666	0.04239666	0.316111912631222
k__Bacteria;p__[Caldithrix];c__KSB1	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.55772	0.24033508	0	0.55772	2	0.5633693	0.04239666	0.04239666	0.316111912631222
Ca_ppm	NH4N.ppm	0.55772	0.5138405	0	0.55772	2	0.2094744	0.04239666	0.04239666	0.316111912631222
