X var	Y var	MIC (strength)	MIC-p^2 (nonlinearity)	MAS (non-monotonicity)	MEV (functionality)	MCN (complexity)	Linear regression (p)	rawp	BH	BY
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Planctomycetes;c__OM190;o__agg27	0.73944	0.12238455	0	0.73944	2	0.7855288	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;Other	0.73944	0.28048003	0	0.73944	2	0.67746586	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1	0.73944	-0.039141834	0	0.73944	2	0.88237286	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70	0.73944	0.12355173	0	0.73944	2	0.7847855	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Planctomycetes;c__Pla4;o__	0.73944	0.26418868	0	0.73944	2	0.68938476	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.73944	-0.062856555	0	0.73944	2	0.8957101	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	0.73944	0.32878214	0	0.73944	2	0.6408259	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b	0.73944	0.13221776	0	0.73944	2	0.77924466	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales	0.73944	0.152547	0	0.73944	2	0.76608944	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales	0.73944	0.73837775	0	0.73944	2	0.032592792	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	0.73944	0.016157925	0	0.73944	2	0.85045993	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87	0.73944	0.007849693	0	0.73944	2	0.8553305	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j	0.73944	0.21029729	0	0.73944	2	0.727422	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.73944	0.35457638	0	0.73944	2	0.6203738	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	0.73944	0.11422533	0	0.73944	2	0.7907052	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales]	k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales	0.73944	0.49203664	0	0.73944	2	0.4973966	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales]	k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb	0.73944	0.52849364	0	0.73944	2	0.459289	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales]	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3	0.73944	0.4942696	0	0.73944	2	0.49514687	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales]	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__DTB120	0.73944	0.36370584	0	0.73944	2	0.6129716	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Spirochaetes;c__GN05;o__SBYZ_6080	k__Bacteria;p__Armatimonadetes;c__SJA-176;o__TP122	0.73944	0.3158669	0	0.73944	2	0.65082496	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__TM6;c__SBRH58;o__	k__Bacteria;p__Acidobacteria;c__RB25;o__	0.73944	0.041799903	0	0.73944	2	0.83524853	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__TM6;c__SBRH58;o__	k__Bacteria;p__Acidobacteria;c__S035;o__	0.73944	0.16430032	0	0.73944	2	0.75837964	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__TM6;c__SBRH58;o__	k__Bacteria;p__Bacteroidetes;c__SM1A07;o__	0.73944	0.32096714	0	0.73944	2	0.6468948	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__TM6;c__SBRH58;o__	k__Bacteria;p__Chlorobi;c__BSV26;o__VC38	0.73944	0.70451784	0	0.73944	2	0.18687482	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__TM6;c__SBRH58;o__	k__Bacteria;p__Planctomycetes;c__Pla4;o__	0.73944	-0.0018129349	0	0.73944	2	0.8609605	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__TM6;c__SBRH58;o__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	0.73944	0.5288034	0	0.73944	2	0.45895165	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__TM6;c__SBRH58;o__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	0.73944	-0.04539907	0	0.73944	2	0.88591146	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__TM6;c__SBRH58;o__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	0.73944	0.46603677	0	0.73944	2	0.5228798	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__TM6;c__SJA-4;o__	k__Bacteria;p__Chlorobi;Other;Other	0.73944	0.27581435	0	0.73944	2	0.68090063	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__TM6;c__SJA-4;o__	k__Bacteria;p__Planctomycetes;c__[Brocadiae];o__Brocadiales	0.73944	0.48066765	0	0.73944	2	0.50869673	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__TM6;c__SJA-4;o__	k__Bacteria;p__Proteobacteria;Other;Other	0.73944	0.10348487	0	0.73944	2	0.79746795	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__TM6;c__SJA-4;o__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	0.73944	0.29951894	0	0.73944	2	0.66326547	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__TM6;c__SJA-4;o__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	0.73944	0.64711773	0	0.73944	2	-0.3038458	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales	0.73944	0.6481929	0	0.73944	2	0.30207142	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb	0.73944	0.4506875	0	0.73944	2	0.537357	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	k__Bacteria;p__OD1;c__ABY1;o__	0.73944	0.53240883	0	0.73944	2	0.45500678	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	k__Bacteria;p__Planctomycetes;c__[Brocadiae];o__Brocadiales	0.73944	0.374047	0	0.73944	2	0.60447747	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	0.73944	0.34275043	0	0.73944	2	0.629833	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__DTB120	0.73944	0.54550385	0	0.73944	2	0.44038188	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales]	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales	0.73944	0.40210572	0	0.73944	2	0.5808049	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__LD1-PB3	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.73944	0.39487144	0	0.73944	2	0.58699965	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__LD1-PB3	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j	0.73944	0.48443922	0	0.73944	2	0.50497603	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__LD1-PB3	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.73944	0.7298169	0	0.73944	2	0.098097526	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	k__Bacteria;p__Acidobacteria;c__Solibacteres;Other	0.73944	0.41612795	0	0.73944	2	0.56860536	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SB-34	0.73944	0.4955139	0	0.73944	2	0.4938888	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	0.73944	0.3028547	0	0.73944	2	0.66074604	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	k__Bacteria;p__Planctomycetes;c__C6;o__d113	0.73944	0.3940771	0	0.73944	2	0.58767587	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Acidobacteria;c__RB25;o__	0.73944	-0.04735726	0	0.73944	2	0.88701594	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Bacteroidetes;c__SM1A07;o__	0.73944	0.21563655	0	0.73944	2	0.72374266	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Chlamydiae;c__Chlamydiia;Other	0.73944	0.4450132	0	0.73944	2	0.5426111	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Chloroflexi;c__P2-11E;o__	0.73944	0.5189562	0	0.73944	2	-0.46955708	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Planctomycetes;c__OM190;o__agg27	0.73944	0.13549691	0	0.73944	2	0.77713776	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;Other	0.73944	-0.09972048	0	0.73944	2	0.91605705	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1	0.73944	0.19606543	0	0.73944	2	0.73713946	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70	0.73944	-0.0019767284	0	0.73944	2	0.8610556	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.73944	0.16840142	0	0.73944	2	0.75567096	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales	0.73944	0.12650484	0	0.73944	2	0.78290176	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	0.73944	0.27825847	0	0.73944	2	0.6791035	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.73944	0.7268936	0	0.73944	2	0.11201092	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	0.73944	-0.12060267	0	0.73944	2	0.92738485	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	0.73944	0.32200617	0	0.73944	2	0.6460912	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__S-BQ2-57	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329	0.73944	0.26667738	0	0.73944	2	0.68757737	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__S-BQ2-57	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	0.73944	0.071098685	0	0.73944	2	0.81752145	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__S-BQ2-57	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales]	0.73944	0.2539975	0	0.73944	2	0.69673705	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales	0.73944	0.42389533	0	0.73944	2	0.56173366	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__	k__Bacteria;p__Chlorobi;c__BSV26;o__C20	0.73944	0.16997695	0	0.73944	2	0.75462776	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL	0.73944	0.5230965	0	0.73944	2	0.4651274	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j	0.73944	0.5931318	0	0.73944	2	0.38250262	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Sva0853	0.73944	0.49066448	0	0.73944	2	0.49877405	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	0.73944	0.44979006	0	0.73944	2	0.5381914	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales]	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__mle1-8	0.73944	-0.09525645	0	0.73944	2	0.91361725	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WPS-2;c__;o__	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.73944	0.7067093	0	0.73944	2	-0.18091626	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WPS-2;c__;o__	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MBMPE71	0.73944	0.5188551	0	0.73944	2	0.4696647	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Acidobacteria;c__DA052;o__E29	0.73944	-0.14570612	0	0.73944	2	0.94082206	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Acidobacteria;c__OS-K;o__	0.73944	-0.113624156	0	0.73944	2	0.92361474	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Acidobacteria;c__S035;o__	0.73944	0.73937345	0	0.73944	2	0.00815969	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__WCHB1-81	0.73944	0.18127555	0	0.73944	2	0.74710405	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales	0.73944	-0.09709102	0	0.73944	2	0.9146207	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Armatimonadetes;c__SJA-176;o__TP122	0.73944	-0.09538293	0	0.73944	2	0.91368645	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0.73944	-0.13633186	0	0.73944	2	0.93582684	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Bacteroidetes;c__SM1A07;o__	0.73944	0.28650922	0	0.73944	2	0.67300135	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Chlorobi;c__BSV26;o__PK329	0.73944	0.710028	0	0.73944	2	0.1714993	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Chlorobi;c__BSV26;o__VC38	0.73944	0.6797726	0	0.73944	2	0.2442691	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales	0.73944	0.6807016	0	0.73944	2	0.24236007	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	0.73944	0.7007208	0	0.73944	2	0.19677204	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SB-34	0.73944	0.7120397	0	0.73944	2	0.16553032	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__pLW-97	0.73944	0.41970658	0	0.73944	2	0.5654498	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	0.73944	0.7348438	0	0.73944	2	0.06779557	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__LD1;c__;o__	0.73944	0.7308194	0	0.73944	2	0.092847325	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5;o__	0.73944	0.6873523	0	0.73944	2	0.22822733	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;Other	0.73944	0.73482466	0	0.73944	2	0.06793667	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SBla14	0.73944	-0.13800502	0	0.73944	2	0.9367204	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	0.73944	-0.07730067	0	0.73944	2	0.90373707	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	0.73944	0.6717581	0	0.73944	2	0.2601575	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.73944	0.73652333	0	0.73944	2	0.054006606	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	0.73944	-0.037923515	0	0.73944	2	0.8816822	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	0.73944	0.6730736	0	0.73944	2	0.25761688	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	0.73944	0.36199892	0	0.73944	2	0.61436236	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20	0.73944	0.40869734	0	0.73944	2	0.5751023	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__Chlorobi;c__BSV26;o__VC38	0.73944	0.67250085	0	0.73944	2	0.25872603	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	0.73944	0.3211602	0	0.73944	2	0.64674556	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31	0.73944	0.46793985	0	0.73944	2	0.5210568	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SB-34	0.73944	0.35656223	0	0.73944	2	0.6187712	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__pLW-97	0.73944	0.34824613	0	0.73944	2	0.62545496	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	0.73944	0.4871525	0	0.73944	2	0.5022823	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__LD1;c__;o__	0.73944	0.47520554	0	0.73944	2	0.51403743	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__Planctomycetes;c__ODP123;o__T8-B82	0.73944	0.18516284	0	0.73944	2	0.74449795	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	0.73944	0.30132663	0	0.73944	2	0.66190135	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	0.73944	-0.0016525388	0	0.73944	2	0.8608673	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	0.73944	-0.02502048	0	0.73944	2	0.87433434	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	0.73944	0.2747848	0	0.73944	2	0.68165624	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	0.73944	0.047767162	0	0.73944	2	0.83166873	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__TM6;c__SBRH58;o__	0.73944	0.3216235	0	0.73944	2	0.6463873	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11	k__Bacteria;p__Acidobacteria;c__AT-s2-57;o__	0.73944	-0.20492923	0	0.73944	2	0.9717866	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11	k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;Other	0.73944	0.19249004	0	0.73944	2	0.73956066	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	0.73944	-0.123033285	0	0.73944	2	0.9286944	0.005316005	0.017144116125	0.150944642610231
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11	k__Bacteria;p__Acidobacteria;c__OS-K;o__	0.73944	0.7356309	0	0.73944	2	0.06171802	0.005316005	0.017144116125	0.150944642610231
