X var	Y var	MIC (strength)	MIC-p^2 (nonlinearity)	MAS (non-monotonicity)	MEV (functionality)	MCN (complexity)	Linear regression (p)	rawp	BH	BY
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70	1	0.30685258	0	1	2	0.83255476	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b	1	0.21882439	0	1	2	0.8838414	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SBla14	k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales	1	0.056428075	0	1	2	0.9713763	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	1	0.10251808	0	1	2	0.9473552	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales	1	0.058674276	0	1	2	0.97021943	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39	1	0.09884685	0	1	2	0.9492909	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84	k__Bacteria;p__NC10;c__wb1-A12;o__	1	0.30917037	0	1	2	0.8311616	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales	1	0.20801282	0	1	2	0.8899366	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__DTB120	k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales	1	0.19783086	0	1	2	0.89563894	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__DTB120	k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb	1	0.7807716	0	1	2	0.4682183	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	k__Bacteria;p__Chlorobi;c__BSV26;o__VC38	1	0.8064599	0	1	2	0.4399319	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__pLW-97	1	0.43610114	0	1	2	0.750932	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29	1	0.8160391	0	1	2	0.42890665	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales	1	0.9175527	0	1	2	0.2871364	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	k__Bacteria;p__Acidobacteria;c__S035;o__	1	0.31196493	0	1	2	0.8294788	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	k__Bacteria;p__Bacteroidetes;c__SM1A07;o__	1	0.4575805	0	1	2	0.7364913	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	1	0.013725638	0	1	2	0.99311346	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	1	0.36675364	0	1	2	0.7957678	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	k__Bacteria;p__LD1;c__;o__	1	0.48829478	0	1	2	0.7153357	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5;o__	1	0.28414398	0	1	2	0.84608275	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	k__Bacteria;p__Chlorobi;c__BSV26;o__VC38	1	0.8782146	0	1	2	0.34897766	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__pLW-97	1	0.5204312	0	1	2	0.69250906	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	1	0.09545982	0	1	2	0.95107317	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	k__Bacteria;p__Acidobacteria;c__S035;o__	1	0.08069074	0	1	2	0.95880616	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	k__Bacteria;p__Bacteroidetes;c__SM1A07;o__	1	0.2721089	0	1	2	0.8531653	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	1	0.34792978	0	1	2	0.80750865	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	1	0.3420024	0	1	2	0.8111705	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	k__Bacteria;p__LD1;c__;o__	1	0.0660491	0	1	2	0.96641135	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	1	0.30823135	0	1	2	0.8317263	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	1	0.6940932	0	1	2	0.55308837	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales	1	0.7804213	0	1	2	0.46859226	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39	1	0.82314134	0	1	2	0.42054567	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	k__Bacteria;p__NC10;c__wb1-A12;o__	1	0.890357	0	1	2	0.33112383	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales	1	0.7093679	0	1	2	0.5391031	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84	1	0.82310337	0	1	2	0.4205908	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Acidobacteria;c__S035;o__	1	0.62528485	0	1	2	0.6121398	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Bacteroidetes;c__SM1A07;o__	1	0.1553731	0	1	2	0.91903585	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	1	0.4706419	0	1	2	0.72757	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	1	0.6618829	0	1	2	0.58147836	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__LD1;c__;o__	1	0.6209644	0	1	2	0.6156587	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	1	0.4203878	0	1	2	0.7613227	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	1	0.45715183	0	1	2	0.7367823	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales]	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329	1	0.31425565	0	1	2	0.8280968	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales]	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	1	0.31192034	0	1	2	0.8295057	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__SC4;c__;o__	k__Bacteria;p__OP3;c__koll11;o__GIF10	1	0.94178796	0	1	2	-0.24127173	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__SC4;c__;o__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067	1	0.7998135	0	1	2	-0.44742206	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL	1	0.48274285	0	1	2	0.7192059	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales	1	0.94015604	0	1	2	0.24463028	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j	1	0.37455273	0	1	2	0.79085225	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87	1	0.20828712	0	1	2	0.8897825	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	k__Bacteria;p__Acidobacteria;c__AT-s2-57;o__	1	0.8292393	0	1	2	0.413232	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11	k__Bacteria;p__Acidobacteria;c__S035;o__	1	0.111435115	0	1	2	0.9426372	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11	k__Bacteria;p__Bacteroidetes;c__SM1A07;o__	1	0.47264612	0	1	2	0.72619134	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	1	0.615561	0	1	2	0.6200315	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	1	0.44108528	0	1	2	0.747606	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11	k__Bacteria;p__LD1;c__;o__	1	0.011749625	0	1	2	0.99410784	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	1	0.5767915	0	1	2	0.65054476	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	1	0.110705316	0	1	2	0.9430242	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	1	0.6629158	0	1	2	0.58058953	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__WS5;c__;o__	k__Bacteria;p__Planctomycetes;c__OM190;o__	1	0.14741492	0	1	2	0.92335534	0.000259948	0.00731177043609023	0.064376172400879
Iron_ppm	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	1	0.92400837	0	1	2	-0.27566582	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Actinobacteria;c__OPB41;o__	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales	0.99107	0.16814232	0	0.99107	2	0.9071536	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Chlorobi;c__BSV26;o__PK329	k__Bacteria;p__Acidobacteria;c__DA052;o__E29	0.99107	0.9176065	0	0.99107	2	0.27104148	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Chlorobi;c__BSV26;o__PK329	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__WCHB1-81	0.99107	0.4544357	0	0.99107	2	0.73255324	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Chloroflexi;c__S085;o__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__	0.99107	0.0668841	0	0.99107	2	0.96134585	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__Ellin7246	0.99107	0.18479902	0	0.99107	2	0.8979259	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__OD1;c__;o__	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales	0.99107	0.57713	0	0.99107	2	0.64338166	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Planctomycetes;c__Pla3;o__	k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	0.99107	0.6895704	0	0.99107	2	0.5490897	0.000259948	0.00731177043609023	0.064376172400879
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SBla14	k__Bacteria;p__Chlorobi;c__BSV26;o__PK329	0.99107	0.8291481	0	0.99107	2	0.40239516	0.000259948	0.00731177043609023	0.064376172400879
